=== Shared String - Reader-Writer Problem ===
Mode: reader_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[22:42:21.395] [R1] started
[22:42:21.660] [R4] read: "X"
[22:42:21.669] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.675] [W2] wrote: "X"
[22:42:21.678] [W1] wrote: "X"
[22:42:21.679] [R3] read: "X"
[22:42:21.679] [W5] wrote: "X"
[22:42:21.684] [R1] read: "X"
[22:42:21.685] [R5] read: "X"
[22:42:21.688] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.688] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.689] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.696] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.710] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.720] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.723] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.730] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.735] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.736] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.738] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.739] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:21.741] [R5] read: "Readers and writers must coordinate access to shared data."
[22:42:21.756] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:21.757] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:21.760] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.761] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.766] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.772] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.777] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:21.779] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.781] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:21.785] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:21.788] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.791] [W8] wrote: "Race!"
[22:42:21.794] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.797] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:21.798] [W6] wrote: "Race!"
[22:42:21.802] [R5] read: "Race!"
[22:42:21.813] [R3] read: "Race!"
[22:42:21.813] [W4] wrote: "Race!"
[22:42:21.814] [W7] wrote: "Race!"
[22:42:21.825] [R4] read: "Race!"
[22:42:21.830] [R5] read: "Race!"
[22:42:21.832] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.834] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.835] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.836] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:42:21.839] [W2] wrote: "Race!"
[22:42:21.841] [R2] read: "Race!"
[22:42:21.847] [R3] read: "Race!"
[22:42:21.862] [R2] read: "Race!"
[22:42:21.864] [R4] read: "Race!"
[22:42:21.865] [W1] wrote: "Race!"
[22:42:21.872] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.876] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.879] [W5] wrote: "Race!"
[22:42:21.879] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.880] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.889] [W3] wrote: "Race!"
[22:42:21.895] [R1] read: "Race!"
[22:42:21.895] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.896] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.900] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.903] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.923] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.926] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.927] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.928] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.932] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.944] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.945] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.953] [R1] read: "Pthread library provides powerful threading primitives."
[22:42:21.953] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:21.953] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:21.954] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.958] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:21.961] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.963] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:42:21.966] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.972] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.974] [R1] read: "Pthread library provides powerful threading primitives."
[22:42:21.980] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:21.984] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:21.988] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:42:21.988] [R5] read: "Pthread library provides powerful threading primitives."
[22:42:21.993] [R2] read: "Pthread library provides powerful threading primitives."
[22:42:21.996] [R4] read: "Pthread library provides powerful threading primitives."
[22:42:21.999] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:42:22.005] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:42:22.010] [R1] read: "Pthread library provides powerful threading primitives."
[22:42:22.012] [R5] read: "Pthread library provides powerful threading primitives."
[22:42:22.018] [W4] wrote: "AB"
[22:42:22.018] [R3] read: "AB"
[22:42:22.027] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.031] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.033] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.034] [W8] wrote: "AB"
[22:42:22.049] [R4] read: "AB"
[22:42:22.053] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.053] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.055] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.055] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.062] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.066] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.069] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.076] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.077] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.077] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.081] [W2] wrote: "AB"
[22:42:22.082] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.085] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.089] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.092] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.099] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:22.101] [W6] wrote: "AB"
[22:42:22.101] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.110] [W1] wrote: "AB"
[22:42:22.116] [R4] read: "AB"
[22:42:22.119] [W7] wrote: "AB"
[22:42:22.120] [R5] read: "AB"
[22:42:22.124] [R2] read: "AB"
[22:42:22.138] [R1] read: "AB"
[22:42:22.141] [R4] read: "AB"
[22:42:22.151] [R3] read: "AB"
[22:42:22.154] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.155] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.156] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.156] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.158] [W5] wrote: "AB"
[22:42:22.168] [W8] wrote: "Test"
[22:42:22.170] [W3] wrote: "AB"
[22:42:22.172] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.182] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.182] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.185] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.189] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.190] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.190] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.198] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.201] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.203] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:22.217] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.225] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.229] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.230] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.240] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.243] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.243] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.246] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.250] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.252] [W4] wrote: "Test"
[22:42:22.253] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.259] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.259] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.260] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.265] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.270] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.272] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:22.273] [W1] wrote: "Test"
[22:42:22.275] [W2] wrote: "Test"
[22:42:22.286] [R4] read: "Test"
[22:42:22.289] [R5] read: "Test"
[22:42:22.290] [R1] read: "Test"
[22:42:22.294] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.304] [W3] wrote: "Test"
[22:42:22.311] [R2] read: "Test"
[22:42:22.313] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.316] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.316] [W7] wrote: "Test"
[22:42:22.319] [R3] read: "Test"
[22:42:22.320] [R1] read: "Test"
[22:42:22.336] [W6] wrote: "Test"
[22:42:22.338] [R4] read: "Test"
[22:42:22.338] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.338] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.341] [W5] wrote: "Test"
[22:42:22.342] [R2] read: "Test"
[22:42:22.344] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.362] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.367] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.368] [W8] wrote: "!"
[22:42:22.371] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.372] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.373] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.379] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.387] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.388] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.395] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.407] [W4] wrote: "!"
[22:42:22.409] [R4] read: "!"
[22:42:22.410] [R3] read: "!"
[22:42:22.412] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.418] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.420] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.421] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.428] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.428] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.430] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.432] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:22.432] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.433] [W1] wrote: "!"
[22:42:22.435] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.446] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.464] [W3] wrote: "!"
[22:42:22.469] [R4] read: "!"
[22:42:22.474] [R5] read: "!"
[22:42:22.482] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.485] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.485] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.486] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.486] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.495] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.504] [R2] read: "Context switching between threads has performance overhead costs."
[22:42:22.508] [R3] read: "Context switching between threads has performance overhead costs."
[22:42:22.515] [R4] read: "Context switching between threads has performance overhead costs."
[22:42:22.520] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:22.524] [W2] wrote: "!"
[22:42:22.529] [R5] read: "!"
[22:42:22.529] [R3] read: "!"
[22:42:22.530] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.532] [W7] wrote: "!"
[22:42:22.536] [R2] read: "!"
[22:42:22.539] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.543] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.543] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.551] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.557] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.559] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.562] [R2] read: "Context switching between threads has performance overhead costs."
[22:42:22.563] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.569] [W1] wrote: "A"
[22:42:22.572] [R3] read: "A"
[22:42:22.580] [W6] wrote: "!"
[22:42:22.581] [R4] read: "!"
[22:42:22.582] [W8] wrote: "A"
[22:42:22.583] [R2] read: "A"
[22:42:22.584] [R1] read: "A"
[22:42:22.584] [W5] wrote: "!"
[22:42:22.592] [R5] read: "!"
[22:42:22.595] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.595] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.610] [W4] wrote: "A"
[22:42:22.617] [R1] read: "A"
[22:42:22.620] [R4] read: "A"
[22:42:22.621] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.622] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.628] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.639] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.653] [W1] wrote: "Hello World!"
[22:42:22.657] [W8] wrote: "Hello World!"
[22:42:22.665] [R4] read: "Hello World!"
[22:42:22.665] [R1] read: "Hello World!"
[22:42:22.667] [R2] read: "Hello World!"
[22:42:22.678] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.680] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:42:22.680] [R3] read: "Context switching between threads has performance overhead costs."
[22:42:22.683] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.686] [W3] wrote: "A"
[22:42:22.688] [W4] wrote: "Hello World!"
[22:42:22.691] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.698] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.700] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.708] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.712] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.715] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.721] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.721] [W2] wrote: "A"
[22:42:22.738] [R5] read: "A"
[22:42:22.741] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:22.746] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.749] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.752] [W3] wrote: "Hello World!"
[22:42:22.753] [R2] read: "Hello World!"
[22:42:22.755] [R3] read: "Hello World!"
[22:42:22.760] [R1] read: "Hello World!"
[22:42:22.761] [W7] wrote: "A"
[22:42:22.764] [W5] wrote: "A"
[22:42:22.772] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.776] [W6] wrote: "A"
[22:42:22.780] [R4] read: "A"
[22:42:22.785] [W1] wrote: "Operating systems manage hardware and software resources."
[22:42:22.791] [R5] read: "Operating systems manage hardware and software resources."
[22:42:22.793] [R1] read: "Operating systems manage hardware and software resources."
[22:42:22.798] [R2] read: "Operating systems manage hardware and software resources."
[22:42:22.803] [R4] read: "Operating systems manage hardware and software resources."
[22:42:22.815] [W2] wrote: "Hello World!"
[22:42:22.815] [R3] read: "Hello World!"
[22:42:22.819] [R5] read: "Hello World!"
[22:42:22.819] [R2] read: "Hello World!"
[22:42:22.823] [R4] read: "Hello World!"
[22:42:22.824] [W8] wrote: "Operating systems manage hardware and software resources."
[22:42:22.824] [W1] wrote: "X"
[22:42:22.825] [W6] wrote: "Hello World!"
[22:42:22.832] [W5] wrote: "Hello World!"
[22:42:22.834] [R1] read: "Hello World!"
[22:42:22.846] [R3] read: "Hello World!"
[22:42:22.847] [W7] wrote: "Hello World!"
[22:42:22.848] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.853] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.863] [W4] wrote: "Operating systems manage hardware and software resources."
[22:42:22.865] [R2] read: "Operating systems manage hardware and software resources."
[22:42:22.872] [R4] read: "Operating systems manage hardware and software resources."
[22:42:22.873] [R3] read: "Operating systems manage hardware and software resources."
[22:42:22.876] [R5] read: "Operating systems manage hardware and software resources."
[22:42:22.878] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.879] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.897] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.902] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.902] [W8] wrote: "X"
[22:42:22.902] [R5] read: "X"
[22:42:22.905] [R4] read: "X"
[22:42:22.906] [R2] read: "X"
[22:42:22.907] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:22.916] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:22.921] [W5] wrote: "Operating systems manage hardware and software resources."
[22:42:22.927] [R5] read: "Operating systems manage hardware and software resources."
[22:42:22.928] [W4] wrote: "X"
[22:42:22.929] [R2] read: "X"
[22:42:22.931] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:42:22.932] [W2] wrote: "Operating systems manage hardware and software resources."
[22:42:22.935] [R1] read: "Operating systems manage hardware and software resources."
[22:42:22.942] [R4] read: "Operating systems manage hardware and software resources."
[22:42:22.942] [W3] wrote: "Operating systems manage hardware and software resources."
[22:42:22.950] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.953] [W7] wrote: "Operating systems manage hardware and software resources."
[22:42:22.961] [R5] read: "Operating systems manage hardware and software resources."
[22:42:22.962] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.963] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.965] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.969] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:22.969] [W2] wrote: "X"
[22:42:22.974] [R3] read: "X"
[22:42:22.982] [W3] wrote: "X"
[22:42:22.983] [W6] wrote: "Operating systems manage hardware and software resources."
[22:42:22.983] [W7] wrote: "X"
[22:42:22.991] [R1] read: "X"
[22:42:22.991] [W5] wrote: "X"
[22:42:22.998] [R2] read: "X"
[22:42:22.999] [R3] read: "X"
[22:42:23.007] [W1] wrote: "Race!"
[22:42:23.009] [R4] read: "Race!"
[22:42:23.015] [R5] read: "Race!"
[22:42:23.024] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.024] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.026] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.028] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.030] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.031] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:23.049] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.050] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:23.052] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:23.056] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.057] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:23.060] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:23.060] [W6] wrote: "X"
[22:42:23.063] [R5] read: "X"
[22:42:23.071] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.072] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:23.072] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:23.079] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.083] [R3] read: "Readers and writers must coordinate access to shared data."
[22:42:23.085] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:23.093] [W4] wrote: "Race!"
[22:42:23.097] [R1] read: "Race!"
[22:42:23.104] [W8] wrote: "Race!"
[22:42:23.106] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.106] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:42:23.109] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:23.115] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:23.121] [R5] read: "Readers and writers must coordinate access to shared data."
[22:42:23.126] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
