=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[00:44:28.504] [R1] started
[00:44:28.666] [W3] wrote: "Operating systems manage hardware and software resources."
[00:44:28.674] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:28.677] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:44:28.684] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:28.702] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:28.706] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:28.708] [W3] wrote: "X"
[00:44:28.713] [W5] wrote: "X"
[00:44:28.719] [R1] read: "X"
[00:44:28.723] [W1] wrote: "Operating systems manage hardware and software resources."
[00:44:28.724] [W6] wrote: "Operating systems manage hardware and software resources."
[00:44:28.724] [R4] read: "Operating systems manage hardware and software resources."
[00:44:28.730] [W2] wrote: "Operating systems manage hardware and software resources."
[00:44:28.731] [W4] wrote: "Operating systems manage hardware and software resources."
[00:44:28.736] [R5] read: "Operating systems manage hardware and software resources."
[00:44:28.738] [W8] wrote: "Operating systems manage hardware and software resources."
[00:44:28.743] [R3] read: "Operating systems manage hardware and software resources."
[00:44:28.751] [R4] read: "Operating systems manage hardware and software resources."
[00:44:28.758] [W7] wrote: "Operating systems manage hardware and software resources."
[00:44:28.759] [R5] read: "Operating systems manage hardware and software resources."
[00:44:28.763] [W4] wrote: "X"
[00:44:28.763] [R2] read: "X"
[00:44:28.770] [R1] read: "X"
[00:44:28.772] [R4] read: "X"
[00:44:28.776] [W6] wrote: "X"
[00:44:28.777] [R3] read: "X"
[00:44:28.787] [R2] read: "X"
[00:44:28.789] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.790] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.797] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.805] [W1] wrote: "X"
[00:44:28.807] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.809] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.813] [W8] wrote: "X"
[00:44:28.814] [W7] wrote: "X"
[00:44:28.819] [R3] read: "X"
[00:44:28.822] [R4] read: "X"
[00:44:28.826] [R2] read: "X"
[00:44:28.827] [W2] wrote: "X"
[00:44:28.836] [R1] read: "X"
[00:44:28.839] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.842] [R5] read: "Readers and writers must coordinate access to shared data."
[00:44:28.849] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.851] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.861] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.865] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.867] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.868] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.870] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.870] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.876] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.879] [R5] read: "Readers and writers must coordinate access to shared data."
[00:44:28.880] [W4] wrote: "Race!"
[00:44:28.888] [W3] wrote: "Race!"
[00:44:28.892] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.897] [R2] read: "Readers and writers must coordinate access to shared data."
[00:44:28.898] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.908] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.912] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.913] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:28.915] [W5] wrote: "Race!"
[00:44:28.916] [R1] read: "Race!"
[00:44:28.916] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.923] [R2] read: "Readers and writers must coordinate access to shared data."
[00:44:28.924] [W6] wrote: "Race!"
[00:44:28.929] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:28.934] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.935] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.937] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.941] [R3] read: "Readers and writers must coordinate access to shared data."
[00:44:28.943] [R2] read: "Readers and writers must coordinate access to shared data."
[00:44:28.944] [R1] read: "Readers and writers must coordinate access to shared data."
[00:44:28.951] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.955] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:28.957] [W7] wrote: "Race!"
[00:44:28.966] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:28.971] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.972] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.972] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.982] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:44:28.986] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:44:28.987] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:44:28.995] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:28.995] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:44:29.015] [W8] wrote: "Race!"
[00:44:29.016] [W3] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.016] [R5] read: "Pthread library provides powerful threading primitives."
[00:44:29.017] [R2] read: "Pthread library provides powerful threading primitives."
[00:44:29.021] [R3] read: "Pthread library provides powerful threading primitives."
[00:44:29.023] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:29.025] [W1] wrote: "Race!"
[00:44:29.027] [R1] read: "Race!"
[00:44:29.042] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.047] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.047] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.053] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.053] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.054] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.054] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:29.057] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:44:29.061] [W2] wrote: "Race!"
[00:44:29.064] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:29.073] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:44:29.074] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:29.079] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:44:29.089] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:29.091] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:29.093] [W4] wrote: "AB"
[00:44:29.094] [W5] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.095] [R1] read: "Pthread library provides powerful threading primitives."
[00:44:29.097] [W3] wrote: "AB"
[00:44:29.098] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.110] [R3] read: "Pthread library provides powerful threading primitives."
[00:44:29.113] [R2] read: "Pthread library provides powerful threading primitives."
[00:44:29.123] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:29.131] [R5] read: "Pthread library provides powerful threading primitives."
[00:44:29.131] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.135] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.137] [R1] read: "Pthread library provides powerful threading primitives."
[00:44:29.140] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.142] [R3] read: "Pthread library provides powerful threading primitives."
[00:44:29.152] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:44:29.153] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.154] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.155] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.162] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.163] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.169] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.169] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.176] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.179] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.183] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.185] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.192] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.196] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.199] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.203] [W6] wrote: "AB"
[00:44:29.203] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.216] [W5] wrote: "AB"
[00:44:29.218] [R5] read: "AB"
[00:44:29.222] [R1] read: "AB"
[00:44:29.225] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:29.231] [W2] wrote: "AB"
[00:44:29.231] [R3] read: "AB"
[00:44:29.235] [R4] read: "AB"
[00:44:29.235] [W4] wrote: "Test"
[00:44:29.238] [R2] read: "Test"
[00:44:29.243] [W7] wrote: "AB"
[00:44:29.258] [R3] read: "AB"
[00:44:29.268] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.271] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.271] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.272] [W8] wrote: "AB"
[00:44:29.273] [R4] read: "AB"
[00:44:29.278] [R1] read: "AB"
[00:44:29.279] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.293] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.293] [W1] wrote: "AB"
[00:44:29.293] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.298] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.304] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.309] [W3] wrote: "Test"
[00:44:29.309] [R4] read: "Test"
[00:44:29.314] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.315] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.317] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.322] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.329] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.345] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.350] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.355] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.355] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.358] [W4] wrote: "!"
[00:44:29.367] [R5] read: "!"
[00:44:29.373] [R3] read: "!"
[00:44:29.373] [R2] read: "!"
[00:44:29.377] [W2] wrote: "Test"
[00:44:29.382] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:44:29.385] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.391] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.393] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.397] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.397] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.401] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.406] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.412] [W4] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.414] [R1] read: "Context switching between threads has performance overhead costs."
[00:44:29.423] [R4] read: "Context switching between threads has performance overhead costs."
[00:44:29.431] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.431] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.433] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.442] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.445] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.447] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:44:29.447] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.452] [W5] wrote: "Test"
[00:44:29.455] [R1] read: "Test"
[00:44:29.459] [R3] read: "Test"
[00:44:29.467] [W7] wrote: "Test"
[00:44:29.467] [W6] wrote: "Test"
[00:44:29.469] [R4] read: "Test"
[00:44:29.480] [R1] read: "Test"
[00:44:29.482] [R5] read: "Test"
[00:44:29.484] [W8] wrote: "Test"
[00:44:29.488] [W3] wrote: "!"
[00:44:29.489] [R2] read: "!"
[00:44:29.503] [R1] read: "!"
[00:44:29.509] [R4] read: "!"
[00:44:29.517] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.518] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.523] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.523] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.525] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.538] [W1] wrote: "Test"
[00:44:29.538] [W4] wrote: "A"
[00:44:29.543] [R3] read: "A"
[00:44:29.545] [R2] read: "A"
[00:44:29.554] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.556] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.561] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.561] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.563] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.564] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.573] [W3] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.574] [R2] read: "Context switching between threads has performance overhead costs."
[00:44:29.578] [R3] read: "Context switching between threads has performance overhead costs."
[00:44:29.587] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.590] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.594] [W2] wrote: "!"
[00:44:29.605] [W5] wrote: "!"
[00:44:29.606] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.613] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.616] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.617] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.617] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[00:44:29.618] [W4] wrote: "Hello World!"
[00:44:29.621] [R5] read: "Hello World!"
[00:44:29.634] [R2] read: "Hello World!"
[00:44:29.638] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.648] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.653] [W8] wrote: "!"
[00:44:29.662] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:29.664] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:29.667] [W5] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.669] [W6] wrote: "!"
[00:44:29.670] [R4] read: "!"
[00:44:29.674] [R1] read: "!"
[00:44:29.679] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.681] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:44:29.689] [W2] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.689] [R2] read: "Context switching between threads has performance overhead costs."
[00:44:29.700] [W8] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.701] [R4] read: "Context switching between threads has performance overhead costs."
[00:44:29.705] [R3] read: "Context switching between threads has performance overhead costs."
[00:44:29.707] [W4] wrote: "Operating systems manage hardware and software resources."
[00:44:29.713] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.717] [W1] wrote: "!"
[00:44:29.720] [W3] wrote: "A"
[00:44:29.723] [W7] wrote: "!"
[00:44:29.724] [R5] read: "!"
[00:44:29.734] [R1] read: "!"
[00:44:29.737] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.739] [W4] wrote: "X"
[00:44:29.745] [R2] read: "X"
[00:44:29.753] [R4] read: "X"
[00:44:29.755] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.760] [W7] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.764] [W6] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.765] [R3] read: "Context switching between threads has performance overhead costs."
[00:44:29.767] [W8] wrote: "A"
[00:44:29.776] [R2] read: "A"
[00:44:29.776] [R1] read: "A"
[00:44:29.779] [R5] read: "A"
[00:44:29.782] [W1] wrote: "Context switching between threads has performance overhead costs."
[00:44:29.786] [W2] wrote: "A"
[00:44:29.789] [W3] wrote: "Hello World!"
[00:44:29.800] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:29.802] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:29.807] [W5] wrote: "A"
[00:44:29.809] [R3] read: "A"
[00:44:29.812] [W8] wrote: "Hello World!"
[00:44:29.813] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.823] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.823] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.827] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.828] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.833] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.838] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.845] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.853] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:29.867] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:29.870] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:44:29.875] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:29.875] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:29.875] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:44:29.883] [W6] wrote: "A"
[00:44:29.884] [R1] read: "A"
[00:44:29.885] [W2] wrote: "Hello World!"
[00:44:29.886] [R5] read: "Hello World!"
[00:44:29.892] [R4] read: "Hello World!"
[00:44:29.899] [R2] read: "Hello World!"
[00:44:29.900] [R3] read: "Hello World!"
[00:44:29.901] [W5] wrote: "Hello World!"
[00:44:29.906] [R5] read: "Hello World!"
[00:44:29.907] [W1] wrote: "A"
[00:44:29.914] [W7] wrote: "A"
[00:44:29.929] [R2] read: "A"
[00:44:29.931] [R4] read: "A"
[00:44:29.939] [R1] read: "A"
[00:44:29.945] [W8] wrote: "Operating systems manage hardware and software resources."
[00:44:29.952] [W4] wrote: "Race!"
[00:44:29.954] [R3] read: "Race!"
[00:44:29.960] [R2] read: "Race!"
[00:44:29.965] [R5] read: "Race!"
[00:44:29.967] [W3] wrote: "Operating systems manage hardware and software resources."
[00:44:29.968] [W6] wrote: "Hello World!"
[00:44:29.977] [R3] read: "Hello World!"
[00:44:29.981] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:29.986] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:29.988] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:29.988] [W1] wrote: "Hello World!"
[00:44:29.989] [R1] read: "Hello World!"
[00:44:29.993] [R5] read: "Hello World!"
[00:44:29.997] [R2] read: "Hello World!"
[00:44:29.998] [W7] wrote: "Hello World!"
[00:44:29.998] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:30.014] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.015] [W8] wrote: "X"
[00:44:30.015] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:30.015] [W2] wrote: "Operating systems manage hardware and software resources."
[00:44:30.017] [R1] read: "Operating systems manage hardware and software resources."
[00:44:30.019] [R5] read: "Operating systems manage hardware and software resources."
[00:44:30.024] [R3] read: "Operating systems manage hardware and software resources."
[00:44:30.039] [R4] read: "Operating systems manage hardware and software resources."
[00:44:30.046] [R3] read: "Operating systems manage hardware and software resources."
[00:44:30.050] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.050] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.057] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.058] [W3] wrote: "X"
[00:44:30.065] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:30.066] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.067] [W6] wrote: "Operating systems manage hardware and software resources."
[00:44:30.073] [W5] wrote: "Operating systems manage hardware and software resources."
[00:44:30.081] [W2] wrote: "X"
[00:44:30.084] [R3] read: "X"
[00:44:30.084] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:44:30.084] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:30.086] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.094] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.097] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.107] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:44:30.111] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:44:30.116] [R2] read: "Pthread library provides powerful threading primitives."
[00:44:30.117] [W6] wrote: "X"
[00:44:30.126] [R3] read: "X"
[00:44:30.129] [W8] wrote: "Race!"
[00:44:30.141] [R2] read: "Race!"
[00:44:30.143] [R5] read: "Race!"
[00:44:30.144] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.145] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.153] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.160] [W7] wrote: "Operating systems manage hardware and software resources."
[00:44:30.162] [R2] read: "Operating systems manage hardware and software resources."
[00:44:30.164] [R5] read: "Operating systems manage hardware and software resources."
[00:44:30.165] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.166] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.168] [W5] wrote: "X"
[00:44:30.169] [W1] wrote: "Operating systems manage hardware and software resources."
[00:44:30.174] [R1] read: "Operating systems manage hardware and software resources."
[00:44:30.181] [R3] read: "Operating systems manage hardware and software resources."
[00:44:30.182] [R4] read: "Operating systems manage hardware and software resources."
[00:44:30.186] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:30.192] [W7] wrote: "X"
[00:44:30.196] [R5] read: "X"
[00:44:30.203] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:44:30.204] [R4] read: "Readers and writers must coordinate access to shared data."
[00:44:30.208] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:44:30.209] [R2] read: "Readers and writers must coordinate access to shared data."
[00:44:30.221] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:44:30.228] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:30.230] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:30.232] [W1] wrote: "X"
[00:44:30.233] [R1] read: "X"
[00:44:30.234] [R3] read: "X"
[00:44:30.245] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.254] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.260] [W6] wrote: "Race!"
[00:44:30.262] [R2] read: "Race!"
[00:44:30.264] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:44:30.264] [W3] wrote: "Race!"
[00:44:30.274] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.281] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:30.283] [W4] wrote: "AB"
[00:44:30.283] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:44:30.283] [W2] wrote: "Race!"
[00:44:30.284] [R2] read: "Race!"
[00:44:30.284] [R1] read: "Race!"
