=== Shared String - Reader-Writer Problem ===
Mode: writer_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:43:40.056] [R2] started
[00:43:40.154] [W4] wrote: "Hello World!"
[00:43:40.155] [W3] wrote: "Hello World!"
[00:43:40.155] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.160] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:40.160] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.163] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:40.165] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:40.168] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.176] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:40.179] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.189] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:40.189] [R3] read: "Operating systems manage hardware and software resources."
[00:43:40.198] [W2] wrote: "Operating systems manage hardware and software resources."
[00:43:40.202] [R5] read: "Operating systems manage hardware and software resources."
[00:43:40.205] [W1] wrote: "Operating systems manage hardware and software resources."
[00:43:40.210] [R3] read: "Operating systems manage hardware and software resources."
[00:43:40.211] [R4] read: "Operating systems manage hardware and software resources."
[00:43:40.214] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.214] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.218] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:40.224] [R1] read: "Operating systems manage hardware and software resources."
[00:43:40.224] [W5] wrote: "Operating systems manage hardware and software resources."
[00:43:40.233] [R2] read: "Operating systems manage hardware and software resources."
[00:43:40.238] [W2] wrote: "X"
[00:43:40.241] [R4] read: "X"
[00:43:40.245] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:40.246] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:40.250] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:40.252] [W7] wrote: "Operating systems manage hardware and software resources."
[00:43:40.259] [R1] read: "Operating systems manage hardware and software resources."
[00:43:40.260] [R5] read: "Operating systems manage hardware and software resources."
[00:43:40.266] [R4] read: "Operating systems manage hardware and software resources."
[00:43:40.271] [W1] wrote: "X"
[00:43:40.277] [W5] wrote: "X"
[00:43:40.280] [R5] read: "X"
[00:43:40.281] [W8] wrote: "X"
[00:43:40.282] [R2] read: "X"
[00:43:40.290] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.291] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.294] [W6] wrote: "X"
[00:43:40.314] [W3] wrote: "X"
[00:43:40.316] [R2] read: "X"
[00:43:40.317] [R1] read: "X"
[00:43:40.322] [R4] read: "X"
[00:43:40.322] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.326] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:40.328] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.331] [W7] wrote: "X"
[00:43:40.339] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.342] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.343] [W4] wrote: "Operating systems manage hardware and software resources."
[00:43:40.350] [R1] read: "Operating systems manage hardware and software resources."
[00:43:40.358] [R2] read: "Operating systems manage hardware and software resources."
[00:43:40.358] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.360] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.361] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.362] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.377] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:40.378] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.379] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.380] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.387] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.390] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.397] [W4] wrote: "X"
[00:43:40.397] [W2] wrote: "Race!"
[00:43:40.401] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.405] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:40.410] [R3] read: "Readers and writers must coordinate access to shared data."
[00:43:40.412] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.413] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:40.414] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:40.425] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:40.430] [W5] wrote: "Race!"
[00:43:40.438] [R3] read: "Race!"
[00:43:40.438] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.438] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.445] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.452] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.454] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.455] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:40.458] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.465] [W3] wrote: "Race!"
[00:43:40.466] [R5] read: "Race!"
[00:43:40.467] [R1] read: "Race!"
[00:43:40.468] [W6] wrote: "Race!"
[00:43:40.483] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.486] [W7] wrote: "Race!"
[00:43:40.491] [R3] read: "Race!"
[00:43:40.492] [R4] read: "Race!"
[00:43:40.492] [R2] read: "Race!"
[00:43:40.509] [W1] wrote: "Race!"
[00:43:40.512] [R5] read: "Race!"
[00:43:40.515] [R3] read: "Race!"
[00:43:40.525] [R1] read: "Race!"
[00:43:40.525] [R2] read: "Race!"
[00:43:40.527] [W8] wrote: "Race!"
[00:43:40.530] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:43:40.538] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.542] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:40.544] [W5] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.546] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:40.547] [R4] read: "Pthread library provides powerful threading primitives."
[00:43:40.552] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.553] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.556] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.562] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.565] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.569] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.576] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.576] [W4] wrote: "Race!"
[00:43:40.579] [R3] read: "Race!"
[00:43:40.585] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.596] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.600] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.604] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.605] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.606] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.609] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.609] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:40.615] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.622] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:40.624] [R4] read: "Pthread library provides powerful threading primitives."
[00:43:40.625] [W3] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.636] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:40.638] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.642] [W5] wrote: "AB"
[00:43:40.643] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:40.646] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:43:40.649] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.654] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.656] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.660] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.669] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:40.674] [R1] read: "Pthread library provides powerful threading primitives."
[00:43:40.681] [R4] read: "Pthread library provides powerful threading primitives."
[00:43:40.687] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:43:40.693] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.694] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.694] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.704] [W7] wrote: "AB"
[00:43:40.705] [W6] wrote: "AB"
[00:43:40.706] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.707] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.707] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.709] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.725] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.729] [W2] wrote: "AB"
[00:43:40.732] [R1] read: "AB"
[00:43:40.736] [R4] read: "AB"
[00:43:40.738] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.740] [W1] wrote: "AB"
[00:43:40.740] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.741] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.752] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.753] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.759] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.761] [W3] wrote: "AB"
[00:43:40.762] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:40.774] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.777] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.780] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.781] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.781] [W8] wrote: "AB"
[00:43:40.781] [R5] read: "AB"
[00:43:40.783] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.791] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.797] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.797] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.805] [W4] wrote: "AB"
[00:43:40.814] [R5] read: "AB"
[00:43:40.814] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.819] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.821] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.830] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.833] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.834] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.835] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.836] [W7] wrote: "Test"
[00:43:40.839] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.840] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.841] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.852] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.864] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.866] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.875] [W5] wrote: "Test"
[00:43:40.875] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:40.876] [W2] wrote: "Test"
[00:43:40.879] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.881] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.889] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.890] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.890] [W1] wrote: "Test"
[00:43:40.892] [R3] read: "Test"
[00:43:40.899] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.913] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.917] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.921] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.923] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:40.924] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:40.924] [W3] wrote: "Test"
[00:43:40.930] [R3] read: "Test"
[00:43:40.932] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.936] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.937] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.941] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.947] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.950] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.960] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.960] [W8] wrote: "Test"
[00:43:40.962] [W4] wrote: "Test"
[00:43:40.963] [R5] read: "Test"
[00:43:40.965] [R3] read: "Test"
[00:43:40.969] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.973] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:40.975] [W6] wrote: "Test"
[00:43:40.987] [R4] read: "Test"
[00:43:40.988] [R3] read: "Test"
[00:43:40.995] [R5] read: "Test"
[00:43:40.998] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.002] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.004] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.005] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.007] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.013] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.014] [W7] wrote: "!"
[00:43:41.016] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:41.019] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:41.020] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:41.025] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:41.029] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.039] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.050] [W1] wrote: "!"
[00:43:41.051] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.051] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.058] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.059] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.065] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:41.069] [W7] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.069] [W5] wrote: "!"
[00:43:41.075] [R5] read: "!"
[00:43:41.082] [W2] wrote: "!"
[00:43:41.098] [W3] wrote: "!"
[00:43:41.099] [R4] read: "!"
[00:43:41.099] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.103] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.104] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.107] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:41.115] [W4] wrote: "!"
[00:43:41.118] [R1] read: "!"
[00:43:41.122] [R5] read: "!"
[00:43:41.127] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.129] [W1] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.138] [R3] read: "Context switching between threads has performance overhead costs."
[00:43:41.144] [R5] read: "Context switching between threads has performance overhead costs."
[00:43:41.146] [W3] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.151] [R4] read: "Context switching between threads has performance overhead costs."
[00:43:41.155] [R2] read: "Context switching between threads has performance overhead costs."
[00:43:41.156] [R1] read: "Context switching between threads has performance overhead costs."
[00:43:41.167] [W5] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.168] [W2] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.172] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.177] [W8] wrote: "!"
[00:43:41.181] [R3] read: "!"
[00:43:41.182] [W6] wrote: "!"
[00:43:41.194] [W4] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.196] [W7] wrote: "A"
[00:43:41.197] [R4] read: "A"
[00:43:41.198] [R5] read: "A"
[00:43:41.199] [R1] read: "A"
[00:43:41.201] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.202] [W1] wrote: "A"
[00:43:41.209] [R2] read: "A"
[00:43:41.225] [R3] read: "A"
[00:43:41.225] [R1] read: "A"
[00:43:41.228] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.239] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.239] [W7] wrote: "Hello World!"
[00:43:41.242] [R2] read: "Hello World!"
[00:43:41.246] [R3] read: "Hello World!"
[00:43:41.251] [W5] wrote: "A"
[00:43:41.257] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.258] [W8] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.258] [R5] read: "Context switching between threads has performance overhead costs."
[00:43:41.265] [R1] read: "Context switching between threads has performance overhead costs."
[00:43:41.266] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.267] [W1] wrote: "Hello World!"
[00:43:41.267] [R4] read: "Hello World!"
[00:43:41.278] [W6] wrote: "Context switching between threads has performance overhead costs."
[00:43:41.290] [R4] read: "Context switching between threads has performance overhead costs."
[00:43:41.294] [R2] read: "Context switching between threads has performance overhead costs."
[00:43:41.299] [R3] read: "Context switching between threads has performance overhead costs."
[00:43:41.301] [R1] read: "Context switching between threads has performance overhead costs."
[00:43:41.307] [R5] read: "Context switching between threads has performance overhead costs."
[00:43:41.309] [W4] wrote: "A"
[00:43:41.312] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.314] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.314] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.320] [W5] wrote: "Hello World!"
[00:43:41.321] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.323] [W3] wrote: "A"
[00:43:41.323] [R3] read: "A"
[00:43:41.345] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:41.347] [W4] wrote: "Hello World!"
[00:43:41.349] [R4] read: "Hello World!"
[00:43:41.349] [R3] read: "Hello World!"
[00:43:41.353] [W6] wrote: "A"
[00:43:41.356] [W2] wrote: "A"
[00:43:41.356] [R1] read: "A"
[00:43:41.360] [R2] read: "A"
[00:43:41.364] [R5] read: "A"
[00:43:41.366] [W7] wrote: "Operating systems manage hardware and software resources."
[00:43:41.376] [R4] read: "Operating systems manage hardware and software resources."
[00:43:41.376] [W3] wrote: "Hello World!"
[00:43:41.377] [W1] wrote: "Operating systems manage hardware and software resources."
[00:43:41.394] [R5] read: "Operating systems manage hardware and software resources."
[00:43:41.396] [R2] read: "Operating systems manage hardware and software resources."
[00:43:41.406] [R3] read: "Operating systems manage hardware and software resources."
[00:43:41.407] [R4] read: "Operating systems manage hardware and software resources."
[00:43:41.408] [R1] read: "Operating systems manage hardware and software resources."
[00:43:41.416] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.418] [W6] wrote: "Hello World!"
[00:43:41.418] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.421] [W7] wrote: "X"
[00:43:41.436] [W8] wrote: "A"
[00:43:41.440] [R3] read: "A"
[00:43:41.440] [W2] wrote: "Hello World!"
[00:43:41.442] [R5] read: "Hello World!"
[00:43:41.443] [W1] wrote: "X"
[00:43:41.452] [R2] read: "X"
[00:43:41.458] [R4] read: "X"
[00:43:41.459] [W4] wrote: "Operating systems manage hardware and software resources."
[00:43:41.463] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.468] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:41.472] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.475] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.478] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.483] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.491] [W5] wrote: "Operating systems manage hardware and software resources."
[00:43:41.491] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.494] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:41.498] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:41.500] [W8] wrote: "Hello World!"
[00:43:41.508] [R1] read: "Hello World!"
[00:43:41.516] [R5] read: "Hello World!"
[00:43:41.518] [R4] read: "Hello World!"
[00:43:41.528] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:41.529] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:43:41.532] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:41.534] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.545] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:43:41.546] [W4] wrote: "X"
[00:43:41.547] [R2] read: "X"
[00:43:41.548] [R3] read: "X"
[00:43:41.551] [R5] read: "X"
[00:43:41.554] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:41.555] [R4] read: "Operating systems manage hardware and software resources."
[00:43:41.575] [W5] wrote: "X"
[00:43:41.582] [R5] read: "X"
[00:43:41.583] [R2] read: "X"
[00:43:41.584] [R1] read: "X"
[00:43:41.586] [R3] read: "X"
[00:43:41.586] [R4] read: "X"
[00:43:41.588] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:41.603] [W2] wrote: "Operating systems manage hardware and software resources."
[00:43:41.605] [W3] wrote: "X"
[00:43:41.606] [W7] wrote: "Race!"
[00:43:41.610] [R2] read: "Race!"
[00:43:41.620] [R4] read: "Race!"
[00:43:41.623] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:41.624] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.625] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.628] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.630] [W6] wrote: "X"
[00:43:41.632] [W1] wrote: "Race!"
[00:43:41.634] [R3] read: "Race!"
[00:43:41.656] [R3] read: "Race!"
[00:43:41.657] [R5] read: "Race!"
[00:43:41.659] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:43:41.660] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:41.660] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:41.667] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.668] [W2] wrote: "X"
[00:43:41.676] [R1] read: "X"
[00:43:41.677] [R3] read: "X"
[00:43:41.681] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:41.681] [W8] wrote: "X"
[00:43:41.684] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.687] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.698] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.702] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.710] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.713] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:41.713] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:41.715] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.716] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.717] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.724] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.733] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:41.734] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:43:41.741] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:41.741] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:41.742] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:43:41.748] [W4] wrote: "Race!"
[00:43:41.749] [R3] read: "Race!"
[00:43:41.763] [R1] read: "Race!"
[00:43:41.766] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:43:41.788] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:41.789] [R4] read: "Pthread library provides powerful threading primitives."
[00:43:41.790] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:41.797] [W6] wrote: "Race!"
[00:43:41.798] [R1] read: "Race!"
[00:43:41.798] [W3] wrote: "Readers and writers must coordinate access to shared data."
