=== Shared String - Reader-Writer Problem ===
Mode: reader_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:43:15.825] [R1] started
[00:43:16.433] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:16.436] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:16.437] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:43:16.450] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:16.456] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.461] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.467] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:43:16.471] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:16.472] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:16.474] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.477] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.478] [W8] wrote: "AB"
[00:43:16.489] [W5] wrote: "AB"
[00:43:16.489] [R4] read: "AB"
[00:43:16.494] [R3] read: "AB"
[00:43:16.503] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:43:16.515] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:16.515] [R1] read: "Pthread library provides powerful threading primitives."
[00:43:16.516] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.516] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.524] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.525] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:43:16.529] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:16.536] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:43:16.537] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:16.544] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:16.544] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.549] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.555] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.565] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.568] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.572] [W2] wrote: "AB"
[00:43:16.573] [W3] wrote: "AB"
[00:43:16.574] [R2] read: "AB"
[00:43:16.587] [R5] read: "AB"
[00:43:16.593] [W4] wrote: "AB"
[00:43:16.601] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.604] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.605] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.610] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.612] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.614] [W1] wrote: "AB"
[00:43:16.615] [R1] read: "AB"
[00:43:16.618] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:43:16.620] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.624] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.632] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.635] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.637] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.654] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.656] [W7] wrote: "AB"
[00:43:16.660] [R2] read: "AB"
[00:43:16.664] [R4] read: "AB"
[00:43:16.669] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.670] [W8] wrote: "Test"
[00:43:16.671] [W5] wrote: "Test"
[00:43:16.672] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.683] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.687] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.688] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.689] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.695] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.703] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.705] [W6] wrote: "AB"
[00:43:16.705] [R1] read: "AB"
[00:43:16.708] [R2] read: "AB"
[00:43:16.709] [R5] read: "AB"
[00:43:16.711] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.726] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.730] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.731] [W4] wrote: "Test"
[00:43:16.731] [R2] read: "Test"
[00:43:16.732] [R1] read: "Test"
[00:43:16.733] [R5] read: "Test"
[00:43:16.738] [R4] read: "Test"
[00:43:16.741] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.748] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.750] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.751] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.757] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:43:16.757] [W2] wrote: "Test"
[00:43:16.760] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.766] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.767] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.772] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.775] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.778] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.789] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.790] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.799] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.803] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.808] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.811] [W3] wrote: "Test"
[00:43:16.824] [R2] read: "Test"
[00:43:16.830] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.838] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.839] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.843] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.844] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:43:16.846] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.846] [W1] wrote: "Test"
[00:43:16.847] [W8] wrote: "!"
[00:43:16.858] [R1] read: "!"
[00:43:16.858] [R4] read: "!"
[00:43:16.863] [W5] wrote: "!"
[00:43:16.877] [R2] read: "!"
[00:43:16.878] [R5] read: "!"
[00:43:16.892] [W6] wrote: "Test"
[00:43:16.896] [W4] wrote: "!"
[00:43:16.896] [R3] read: "!"
[00:43:16.898] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.902] [W5] wrote: "Context switching between threads has performance overhead costs."
[00:43:16.906] [R4] read: "Context switching between threads has performance overhead costs."
[00:43:16.907] [R2] read: "Context switching between threads has performance overhead costs."
[00:43:16.909] [R1] read: "Context switching between threads has performance overhead costs."
[00:43:16.920] [W8] wrote: "Context switching between threads has performance overhead costs."
[00:43:16.920] [W7] wrote: "Test"
[00:43:16.928] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.930] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.931] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.936] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.939] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.948] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.951] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.960] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.962] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.962] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:16.967] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:43:16.974] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:16.980] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:16.984] [W4] wrote: "Context switching between threads has performance overhead costs."
[00:43:16.993] [R3] read: "Context switching between threads has performance overhead costs."
[00:43:16.995] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:16.998] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.001] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.005] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:17.009] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:17.013] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:17.018] [W2] wrote: "!"
[00:43:17.020] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:43:17.021] [W3] wrote: "!"
[00:43:17.034] [R5] read: "!"
[00:43:17.034] [R4] read: "!"
[00:43:17.035] [R3] read: "!"
[00:43:17.037] [R1] read: "!"
[00:43:17.047] [W8] wrote: "A"
[00:43:17.048] [W5] wrote: "A"
[00:43:17.054] [R2] read: "A"
[00:43:17.055] [R4] read: "A"
[00:43:17.056] [W1] wrote: "!"
[00:43:17.060] [W6] wrote: "!"
[00:43:17.073] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.076] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.085] [W3] wrote: "Context switching between threads has performance overhead costs."
[00:43:17.088] [R3] read: "Context switching between threads has performance overhead costs."
[00:43:17.091] [R1] read: "Context switching between threads has performance overhead costs."
[00:43:17.098] [W7] wrote: "!"
[00:43:17.101] [W1] wrote: "Context switching between threads has performance overhead costs."
[00:43:17.102] [W6] wrote: "Context switching between threads has performance overhead costs."
[00:43:17.103] [R4] read: "Context switching between threads has performance overhead costs."
[00:43:17.104] [R2] read: "Context switching between threads has performance overhead costs."
[00:43:17.107] [W5] wrote: "Hello World!"
[00:43:17.111] [R3] read: "Hello World!"
[00:43:17.116] [R5] read: "Hello World!"
[00:43:17.118] [W2] wrote: "Context switching between threads has performance overhead costs."
[00:43:17.122] [W8] wrote: "Hello World!"
[00:43:17.124] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.126] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.133] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.133] [W7] wrote: "Context switching between threads has performance overhead costs."
[00:43:17.145] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.146] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.153] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.157] [W3] wrote: "A"
[00:43:17.157] [R1] read: "A"
[00:43:17.158] [R2] read: "A"
[00:43:17.164] [R5] read: "A"
[00:43:17.164] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.165] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.165] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.167] [W4] wrote: "A"
[00:43:17.178] [R1] read: "A"
[00:43:17.186] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.187] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.191] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.191] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.193] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.203] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:43:17.205] [W1] wrote: "A"
[00:43:17.211] [R4] read: "A"
[00:43:17.221] [R1] read: "A"
[00:43:17.226] [W7] wrote: "A"
[00:43:17.237] [W2] wrote: "A"
[00:43:17.238] [R3] read: "A"
[00:43:17.238] [W1] wrote: "Hello World!"
[00:43:17.242] [R2] read: "Hello World!"
[00:43:17.244] [W6] wrote: "A"
[00:43:17.245] [W3] wrote: "Hello World!"
[00:43:17.245] [W4] wrote: "Hello World!"
[00:43:17.245] [W5] wrote: "Operating systems manage hardware and software resources."
[00:43:17.252] [R5] read: "Operating systems manage hardware and software resources."
[00:43:17.256] [R4] read: "Operating systems manage hardware and software resources."
[00:43:17.281] [R1] read: "Operating systems manage hardware and software resources."
[00:43:17.282] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:17.286] [W7] wrote: "Hello World!"
[00:43:17.290] [W6] wrote: "Hello World!"
[00:43:17.290] [R3] read: "Hello World!"
[00:43:17.292] [R5] read: "Hello World!"
[00:43:17.302] [R2] read: "Hello World!"
[00:43:17.307] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.310] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.316] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.317] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.319] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.319] [W2] wrote: "Hello World!"
[00:43:17.322] [R3] read: "Hello World!"
[00:43:17.326] [W5] wrote: "X"
[00:43:17.329] [W8] wrote: "X"
[00:43:17.335] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.338] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.343] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.352] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:17.358] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:17.363] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.367] [W7] wrote: "Operating systems manage hardware and software resources."
[00:43:17.369] [R4] read: "Operating systems manage hardware and software resources."
[00:43:17.370] [R3] read: "Operating systems manage hardware and software resources."
[00:43:17.374] [R1] read: "Operating systems manage hardware and software resources."
[00:43:17.380] [R2] read: "Operating systems manage hardware and software resources."
[00:43:17.386] [R5] read: "Operating systems manage hardware and software resources."
[00:43:17.392] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.400] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.401] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.401] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:17.405] [W1] wrote: "Operating systems manage hardware and software resources."
[00:43:17.411] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:17.411] [W4] wrote: "Operating systems manage hardware and software resources."
[00:43:17.421] [R3] read: "Operating systems manage hardware and software resources."
[00:43:17.421] [R2] read: "Operating systems manage hardware and software resources."
[00:43:17.425] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.425] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.426] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.435] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.447] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.451] [W3] wrote: "X"
[00:43:17.457] [R3] read: "X"
[00:43:17.459] [R1] read: "X"
[00:43:17.465] [W7] wrote: "X"
[00:43:17.475] [R2] read: "X"
[00:43:17.476] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.476] [W4] wrote: "X"
[00:43:17.478] [W1] wrote: "X"
[00:43:17.478] [R5] read: "X"
[00:43:17.490] [W6] wrote: "X"
[00:43:17.493] [R3] read: "X"
[00:43:17.494] [W2] wrote: "Operating systems manage hardware and software resources."
[00:43:17.501] [R4] read: "Operating systems manage hardware and software resources."
[00:43:17.501] [R1] read: "Operating systems manage hardware and software resources."
[00:43:17.501] [R2] read: "Operating systems manage hardware and software resources."
[00:43:17.510] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.515] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.525] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.525] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.526] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:17.531] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.533] [W8] wrote: "Race!"
[00:43:17.537] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.543] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.547] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.549] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.552] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:17.552] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.561] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:17.562] [W2] wrote: "X"
[00:43:17.573] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:17.577] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.586] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:17.586] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:17.593] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:17.593] [W5] wrote: "Race!"
[00:43:17.596] [R3] read: "Race!"
[00:43:17.601] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.602] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:43:17.608] [R4] read: "Readers and writers must coordinate access to shared data."
