=== Shared String - Reader-Writer Problem ===
Mode: writer_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[22:42:53.678] [R1] started
[22:42:53.862] [W6] wrote: "Operating systems manage hardware and software resources."
[22:42:53.864] [W1] wrote: "Operating systems manage hardware and software resources."
[22:42:53.866] [R1] read: "Operating systems manage hardware and software resources."
[22:42:53.867] [W2] wrote: "Operating systems manage hardware and software resources."
[22:42:53.867] [W7] wrote: "Operating systems manage hardware and software resources."
[22:42:53.873] [R4] read: "Operating systems manage hardware and software resources."
[22:42:53.876] [R5] read: "Operating systems manage hardware and software resources."
[22:42:53.883] [W4] wrote: "X"
[22:42:53.883] [R3] read: "X"
[22:42:53.890] [W3] wrote: "Operating systems manage hardware and software resources."
[22:42:53.894] [R2] read: "Operating systems manage hardware and software resources."
[22:42:53.895] [R4] read: "Operating systems manage hardware and software resources."
[22:42:53.906] [R1] read: "Operating systems manage hardware and software resources."
[22:42:53.906] [W8] wrote: "Operating systems manage hardware and software resources."
[22:42:53.912] [W6] wrote: "X"
[22:42:53.912] [R3] read: "X"
[22:42:53.918] [R5] read: "X"
[22:42:53.923] [W3] wrote: "X"
[22:42:53.925] [W2] wrote: "X"
[22:42:53.925] [W1] wrote: "X"
[22:42:53.931] [R2] read: "X"
[22:42:53.938] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.950] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.953] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.955] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.956] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.957] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.964] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.966] [W7] wrote: "X"
[22:42:53.967] [R3] read: "X"
[22:42:53.968] [R2] read: "X"
[22:42:53.976] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.982] [W8] wrote: "X"
[22:42:53.983] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:53.991] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.002] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.003] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.003] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:54.003] [R5] read: "Readers and writers must coordinate access to shared data."
[22:42:54.007] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.016] [R3] read: "Readers and writers must coordinate access to shared data."
[22:42:54.017] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:54.023] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.032] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.033] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:54.036] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.041] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:54.046] [W5] wrote: "Race!"
[22:42:54.049] [R5] read: "Race!"
[22:42:54.052] [R2] read: "Race!"
[22:42:54.054] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.055] [W3] wrote: "Race!"
[22:42:54.059] [R3] read: "Race!"
[22:42:54.060] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.068] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:54.073] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:54.075] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.079] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.079] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:54.079] [W4] wrote: "Race!"
[22:42:54.088] [W6] wrote: "Race!"
[22:42:54.090] [R2] read: "Race!"
[22:42:54.101] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.105] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.105] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.118] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.118] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.123] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.126] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.130] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.134] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.136] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.139] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.142] [W2] wrote: "Race!"
[22:42:54.143] [R4] read: "Race!"
[22:42:54.148] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.151] [R3] read: "Pthread library provides powerful threading primitives."
[22:42:54.152] [W1] wrote: "Race!"
[22:42:54.155] [R5] read: "Race!"
[22:42:54.156] [R1] read: "Race!"
[22:42:54.157] [R2] read: "Race!"
[22:42:54.164] [W7] wrote: "Race!"
[22:42:54.167] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.167] [R4] read: "Pthread library provides powerful threading primitives."
[22:42:54.173] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:42:54.179] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.182] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.187] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.204] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.208] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.209] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.216] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.219] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.221] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:42:54.223] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.234] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.236] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.240] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.242] [R3] read: "Pthread library provides powerful threading primitives."
[22:42:54.244] [R2] read: "Pthread library provides powerful threading primitives."
[22:42:54.246] [W8] wrote: "Race!"
[22:42:54.254] [R1] read: "Race!"
[22:42:54.263] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.265] [W5] wrote: "AB"
[22:42:54.267] [R5] read: "AB"
[22:42:54.271] [R4] read: "AB"
[22:42:54.273] [R3] read: "AB"
[22:42:54.277] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.283] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.284] [W3] wrote: "AB"
[22:42:54.285] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.293] [W4] wrote: "AB"
[22:42:54.294] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.295] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.306] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.306] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.308] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.310] [R3] read: "Pthread library provides powerful threading primitives."
[22:42:54.323] [R5] read: "Pthread library provides powerful threading primitives."
[22:42:54.332] [R1] read: "Pthread library provides powerful threading primitives."
[22:42:54.334] [R2] read: "Pthread library provides powerful threading primitives."
[22:42:54.334] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:54.336] [W2] wrote: "AB"
[22:42:54.341] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.344] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.344] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.354] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.356] [W6] wrote: "AB"
[22:42:54.359] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.365] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.372] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.373] [W5] wrote: "Test"
[22:42:54.377] [R2] read: "Test"
[22:42:54.378] [R5] read: "Test"
[22:42:54.396] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.396] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:42:54.402] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.402] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.404] [W7] wrote: "AB"
[22:42:54.415] [R3] read: "AB"
[22:42:54.418] [R1] read: "AB"
[22:42:54.421] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.423] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.427] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.429] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.435] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.435] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:54.436] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.439] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.446] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.451] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.455] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.470] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.471] [W1] wrote: "AB"
[22:42:54.472] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.475] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.476] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.481] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.489] [W8] wrote: "AB"
[22:42:54.489] [W2] wrote: "Test"
[22:42:54.490] [R1] read: "Test"
[22:42:54.492] [R3] read: "Test"
[22:42:54.493] [W4] wrote: "Test"
[22:42:54.507] [W3] wrote: "Test"
[22:42:54.508] [R5] read: "Test"
[22:42:54.519] [R2] read: "Test"
[22:42:54.523] [R4] read: "Test"
[22:42:54.527] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.527] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.528] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.530] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.534] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.544] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.546] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.553] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.562] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.562] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.564] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.566] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.573] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.574] [W6] wrote: "Test"
[22:42:54.579] [R1] read: "Test"
[22:42:54.582] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.586] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.593] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:42:54.602] [W5] wrote: "!"
[22:42:54.607] [W7] wrote: "Test"
[22:42:54.610] [R3] read: "Test"
[22:42:54.611] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.614] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.619] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.622] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.626] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.630] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.637] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:42:54.642] [W4] wrote: "!"
[22:42:54.645] [R2] read: "!"
[22:42:54.645] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.647] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.652] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.655] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.656] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.659] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.669] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.670] [W3] wrote: "!"
[22:42:54.681] [R4] read: "!"
[22:42:54.683] [W1] wrote: "Test"
[22:42:54.692] [R5] read: "Test"
[22:42:54.695] [R1] read: "Test"
[22:42:54.699] [R2] read: "Test"
[22:42:54.709] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.712] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.714] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.717] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.719] [R3] read: "Context switching between threads has performance overhead costs."
[22:42:54.720] [W8] wrote: "Test"
[22:42:54.728] [W2] wrote: "!"
[22:42:54.732] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.737] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.738] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.741] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.745] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.745] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.757] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:42:54.758] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.761] [R2] read: "Context switching between threads has performance overhead costs."
[22:42:54.764] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.770] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.770] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.771] [W6] wrote: "!"
[22:42:54.782] [R2] read: "!"
[22:42:54.787] [R1] read: "!"
[22:42:54.787] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.793] [W5] wrote: "A"
[22:42:54.794] [R5] read: "A"
[22:42:54.806] [R4] read: "A"
[22:42:54.809] [W7] wrote: "!"
[22:42:54.809] [R3] read: "!"
[22:42:54.809] [R2] read: "!"
[22:42:54.820] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.833] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.838] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.839] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.843] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.846] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.846] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:42:54.849] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.855] [W5] wrote: "Hello World!"
[22:42:54.859] [W4] wrote: "A"
[22:42:54.859] [R4] read: "A"
[22:42:54.861] [W3] wrote: "A"
[22:42:54.865] [R2] read: "A"
[22:42:54.875] [R5] read: "A"
[22:42:54.879] [R3] read: "A"
[22:42:54.880] [W1] wrote: "!"
[22:42:54.895] [W2] wrote: "A"
[22:42:54.895] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.896] [W8] wrote: "!"
[22:42:54.899] [W3] wrote: "Hello World!"
[22:42:54.900] [R5] read: "Hello World!"
[22:42:54.902] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:54.903] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:42:54.904] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.906] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.913] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.914] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.929] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:54.939] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:54.942] [W6] wrote: "A"
[22:42:54.943] [R1] read: "A"
[22:42:54.946] [R2] read: "A"
[22:42:54.950] [R4] read: "A"
[22:42:54.952] [R5] read: "A"
[22:42:54.956] [W4] wrote: "Hello World!"
[22:42:54.958] [R3] read: "Hello World!"
[22:42:54.970] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.972] [R4] read: "Context switching between threads has performance overhead costs."
[22:42:54.975] [R1] read: "Context switching between threads has performance overhead costs."
[22:42:54.979] [R3] read: "Context switching between threads has performance overhead costs."
[22:42:54.980] [R2] read: "Context switching between threads has performance overhead costs."
[22:42:54.980] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:42:54.987] [W6] wrote: "Hello World!"
[22:42:54.990] [W3] wrote: "Operating systems manage hardware and software resources."
[22:42:54.991] [W5] wrote: "Operating systems manage hardware and software resources."
[22:42:54.992] [R4] read: "Operating systems manage hardware and software resources."
[22:42:54.994] [W2] wrote: "Hello World!"
[22:42:54.999] [W7] wrote: "A"
[22:42:55.009] [R5] read: "A"
[22:42:55.010] [R1] read: "A"
[22:42:55.014] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:55.015] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:42:55.017] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:42:55.028] [W3] wrote: "X"
[22:42:55.029] [R2] read: "X"
[22:42:55.030] [R1] read: "X"
[22:42:55.031] [R4] read: "X"
[22:42:55.046] [W1] wrote: "A"
[22:42:55.047] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.056] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.062] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.063] [W5] wrote: "X"
[22:42:55.064] [R2] read: "X"
[22:42:55.065] [R5] read: "X"
[22:42:55.069] [W7] wrote: "Hello World!"
[22:42:55.071] [R4] read: "Hello World!"
[22:42:55.071] [R1] read: "Hello World!"
[22:42:55.078] [W8] wrote: "A"
[22:42:55.087] [R3] read: "A"
[22:42:55.092] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.093] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.101] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.102] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.108] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.108] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.110] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.112] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.121] [W4] wrote: "Operating systems manage hardware and software resources."
[22:42:55.121] [R5] read: "Operating systems manage hardware and software resources."
[22:42:55.124] [R3] read: "Operating systems manage hardware and software resources."
[22:42:55.124] [W8] wrote: "Hello World!"
[22:42:55.139] [R4] read: "Hello World!"
[22:42:55.145] [W1] wrote: "Hello World!"
[22:42:55.145] [W6] wrote: "Operating systems manage hardware and software resources."
[22:42:55.145] [R5] read: "Operating systems manage hardware and software resources."
[22:42:55.152] [R2] read: "Operating systems manage hardware and software resources."
[22:42:55.153] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:42:55.153] [R1] read: "Readers and writers must coordinate access to shared data."
[22:42:55.168] [R3] read: "Readers and writers must coordinate access to shared data."
[22:42:55.174] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:42:55.176] [W4] wrote: "X"
[22:42:55.178] [W2] wrote: "Operating systems manage hardware and software resources."
[22:42:55.179] [R4] read: "Operating systems manage hardware and software resources."
[22:42:55.180] [R5] read: "Operating systems manage hardware and software resources."
[22:42:55.184] [W3] wrote: "Race!"
[22:42:55.190] [W7] wrote: "Operating systems manage hardware and software resources."
[22:42:55.194] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.199] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.203] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:55.203] [W6] wrote: "X"
[22:42:55.209] [W5] wrote: "Race!"
[22:42:55.211] [R1] read: "Race!"
[22:42:55.220] [R2] read: "Race!"
[22:42:55.222] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:55.228] [W2] wrote: "X"
[22:42:55.229] [R4] read: "X"
[22:42:55.236] [R5] read: "X"
[22:42:55.248] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:55.253] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:42:55.258] [W1] wrote: "Operating systems manage hardware and software resources."
[22:42:55.272] [R1] read: "Operating systems manage hardware and software resources."
[22:42:55.272] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.273] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.275] [W7] wrote: "X"
[22:42:55.278] [R2] read: "X"
[22:42:55.281] [R5] read: "X"
[22:42:55.282] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:42:55.287] [W8] wrote: "Operating systems manage hardware and software resources."
[22:42:55.289] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.297] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.297] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:42:55.304] [R4] read: "Pthread library provides powerful threading primitives."
[22:42:55.305] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.317] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.317] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:42:55.320] [W8] wrote: "X"
[22:42:55.321] [R2] read: "X"
[22:42:55.322] [R3] read: "X"
[22:42:55.329] [R5] read: "X"
[22:42:55.336] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:55.336] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:42:55.346] [R3] read: "Readers and writers must coordinate access to shared data."
[22:42:55.351] [W1] wrote: "X"
[22:42:55.353] [R1] read: "X"
[22:42:55.356] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:42:55.358] [R2] read: "Readers and writers must coordinate access to shared data."
[22:42:55.360] [R4] read: "Readers and writers must coordinate access to shared data."
[22:42:55.363] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:42:55.364] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.369] [W2] wrote: "Race!"
[22:42:55.370] [R5] read: "Race!"
[22:42:55.371] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:42:55.373] [W3] wrote: "AB"
[22:42:55.378] [R3] read: "AB"
[22:42:55.394] [R4] read: "AB"
[22:42:55.396] [R2] read: "AB"
[22:42:55.400] [R5] read: "AB"
[22:42:55.403] [W5] wrote: "AB"
[22:42:55.404] [R1] read: "AB"
[22:42:55.407] [W4] wrote: "Race!"
[22:42:55.416] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.419] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.422] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:42:55.424] [R2] read: "Synchronization prevents race conditions in concurrent programs."
