=== Shared String - Reader-Writer Problem ===
Mode: vanilla
Readers: 5, Writers: 8, Duration: 8 seconds
⚠️  WARNING: Vanilla mode - expect to see TORN READS (corrupted strings)!

[22:41:24.832] [R1] started
[22:41:25.395] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.397] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.397] [R5] read: "Race!"
[22:41:25.401] [R3] read: "Pthread library pensures only one writer at a time."
[22:41:25.407] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.422] [R2] read: "Pthread library provides powerful threading primitives."
[22:41:25.423] [R4] read: "Pthread library provides powerful threading primitives."
[22:41:25.424] [W5] wrote: "Race!"
[22:41:25.426] [W6] wrote: "Race!"
[22:41:25.427] [W3] wrote: "Race!"
[22:41:25.442] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.444] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.447] [R5] read: "Pthread library provides powerful threading primitives."
[22:41:25.452] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.454] [R1] read: "Concurrency bugs are difficult ul threading primitives."
[22:41:25.455] [R3] read: "Concurrency bugs are difficult to reproding primitives."
[22:41:25.459] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.468] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.473] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.484] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.487] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.491] [W1] wrote: "AB"
[22:41:25.494] [R2] read: "AB"
[22:41:25.502] [R1] read: "AB"
[22:41:25.503] [R5] read: "AB"
[22:41:25.503] [R3] read: "AB"
[22:41:25.515] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:41:25.516] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.522] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:41:25.523] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.527] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:25.531] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.534] [R3] read: "Concurrency bugs areides powerful threading primitives."
[22:41:25.541] [R2] read: "Concur barriers ensure proper ordereproduce and debug consistently."
[22:41:25.542] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.546] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.551] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.563] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.574] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.581] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.588] [R2] read: "Deadlock occurs when threads wait reproduce and debug consistently."
[22:41:25.589] [R3] read: "Deadlock occurs when threads wait indefince and debug consistently."
[22:41:25.591] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.593] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.599] [R5] read: "Pthread librurs when threads wait indefinitely for each other."
[22:41:25.604] [W8] wrote: "AB"
[22:41:25.606] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.611] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.611] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:41:25.612] [R1] read: "Concurrency bugs are difficult to reproduce and debugs."
[22:41:25.614] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.617] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.625] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.630] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.631] [W7] wrote: "AB"
[22:41:25.639] [W1] wrote: "Test"
[22:41:25.646] [R5] read: "Test"
[22:41:25.652] [W2] wrote: "AB"
[22:41:25.658] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.660] [R4] read: "Concurrbarriers ensure proper ordering of operationsg consistently."
[22:41:25.662] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.666] [R2] read: "Concurrency bugs are difficult to reproduce and ions across cores."
[22:41:25.669] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistentl."
[22:41:25.669] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.673] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.687] [W4] wrote: "AB"
[22:41:25.694] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.697] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:25.701] [R5] read: "Memory barriers ensure pficult to reproduce and debug consistently."
[22:41:25.708] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.713] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.718] [R1] read: "Deadly barriers ensure proper ordering of operations across cores."
[22:41:25.720] [R2] read: "Deadlock occurs ensure proper ordering of operations across cores."
[22:41:25.725] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.727] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.729] [R3] read: "Locdlock occurs when threads wait indefinitely for each other."
[22:41:25.733] [W3] wrote: "AB"
[22:41:25.739] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:25.745] [R1] read: "AB"
[22:41:25.752] [W5] wrote: "AB"
[22:41:25.756] [R3] read: "AB"
[22:41:25.758] [R4] read: "AB"
[22:41:25.760] [R5] read: "Tesory barriers ensure proper ordering of operations across cortion."
[22:41:25.761] [R2] read: "Testry barriers ensure proper ordering of operations across coreson."
[22:41:25.761] [W8] wrote: "Test"
[22:41:25.761] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.773] [R1] read: "Test"
[22:41:25.781] [R3] read: "Test"
[22:41:25.782] [W6] wrote: "AB"
[22:41:25.783] [R4] read: "AB"
[22:41:25.800] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.801] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.805] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.811] [R5] read: "Memory barriers ensure prads wait indefinitely for each other."
[22:41:25.813] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.813] [R4] read: "Memory barriers ensure proper ordering of oply for each other."
[22:41:25.817] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.824] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.831] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.832] [R1] read: "Lockad pools improve performance bring of operations across cores."
[22:41:25.837] [R5] read: "Lock-free data structures use ae by reusing worker threads efores."
[22:41:25.838] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:25.842] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:25.843] [W7] wrote: "Test"
[22:41:25.849] [R4] read: "Test"
[22:41:25.853] [W2] wrote: "Test"
[22:41:25.856] [R2] read: "Test"
[22:41:25.871] [R3] read: "Mest"
[22:41:25.879] [R1] read: "Deak-free daers ensure proper ordering of operatior synchronization."
[22:41:25.881] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:25.884] [R5] read: "Deadlock occurs when threads wait in operationations across cores."
[22:41:25.887] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:25.888] [R4] read: "Deadlock occurs when threads wait indefinitely for each otherzation."
[22:41:25.888] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.893] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.900] [W1] wrote: "!"
[22:41:25.908] [W4] wrote: "Test"
[22:41:25.914] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:25.917] [R3] read: "Deadlock occurs whve performance by reusing worker threads efficiently."
[22:41:25.918] [R1] read: "Deadlock occurs when performance by reusing worker threads efficiently."
[22:41:25.919] [R2] read: "Deadlock occurs when threads wae by reusing worker threads efficiently."
[22:41:25.924] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.930] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.936] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.940] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:25.941] [R1] read: "Thrdlock occurs when threads wait indefinitely for each other."
[22:41:25.941] [R4] read: "Thrdlock occurs when threads wait indefinitely for each other."
[22:41:25.950] [R5] read: "Lock-free data structures use atomic operag worker threads efficiently."
[22:41:25.951] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:25.952] [W5] wrote: "Test"
[22:41:25.954] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:25.955] [R2] read: "Test"
[22:41:25.958] [W8] wrote: "!"
[22:41:25.960] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:25.965] [W3] wrote: "Test"
[22:41:25.972] [R4] read: "Test"
[22:41:25.979] [W6] wrote: "Test"
[22:41:25.981] [R1] read: "Test"
[22:41:25.986] [R5] read: "Test"
[22:41:25.987] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:41:25.988] [R3] read: "Test"
[22:41:26.007] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.013] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.017] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.019] [W7] wrote: "!"
[22:41:26.025] [R1] read: "Lock-free datimprove performance by reusing worker threads efficiently."
[22:41:26.030] [R4] read: "Lock-free data structures use atomic operationsker threads efficiently."
[22:41:26.031] [R5] read: "Lock-free data structures use atomic operations for synads efficiently."
[22:41:26.033] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:26.037] [W4] wrote: "!"
[22:41:26.041] [R3] read: "!"
[22:41:26.043] [R2] read: "!"
[22:41:26.045] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.054] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.057] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:26.059] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:26.063] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:26.063] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:26.074] [R4] read: "Critical sections must be kept asmic operations for synchronization."
[22:41:26.074] [R5] read: "Critical sections must be kept as sc operations for synchronization."
[22:41:26.079] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.090] [R3] read: "Context switching between threads has performasible for efficiency."
[22:41:26.092] [R2] read: "Context switching between threads has performance overhead iciency."
[22:41:26.093] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.093] [R1] read: "Context switching between threads has performance overhead costs."
[22:41:26.106] [W2] wrote: "!"
[22:41:26.106] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.110] [R4] read: "!"
[22:41:26.115] [R5] read: "!"
[22:41:26.116] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.129] [R3] read: "Coreadal sections must be kept as short as possible for efficiency."
[22:41:26.130] [R2] read: "Context oolctions must be kept as short as possible for efficiency."
[22:41:26.130] [R1] read: "Context swis ions must be kept as short as possible for efficiency."
[22:41:26.139] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.139] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.144] [R5] read: "Thread pools improve performaeads has performance overhead costs."
[22:41:26.150] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.155] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.160] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:26.168] [W1] wrote: "A"
[22:41:26.170] [R2] read: "A"
[22:41:26.170] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.171] [R5] read: "A"
[22:41:26.172] [R1] read: "A"
[22:41:26.177] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.184] [R4] read: "A"
[22:41:26.198] [W3] wrote: "!"
[22:41:26.199] [W5] wrote: "!"
[22:41:26.204] [W8] wrote: "A"
[22:41:26.204] [R1] read: "A"
[22:41:26.210] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.213] [R3] read: "A"
[22:41:26.214] [W6] wrote: "!"
[22:41:26.217] [R5] read: "!"
[22:41:26.225] [R4] read: "!"
[22:41:26.229] [R2] read: "!"
[22:41:26.234] [R3] read: "!"
[22:41:26.246] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.251] [W1] wrote: "Hello World!"
[22:41:26.254] [R1] read: "Hello World!"
[22:41:26.260] [R5] read: "Context switching bett be kept as short as possible for efficiency."
[22:41:26.263] [R3] read: "Context switching between threads has perfopossible for efficiency."
[22:41:26.264] [W7] wrote: "A"
[22:41:26.267] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.270] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.275] [R2] read: "A"
[22:41:26.275] [R4] read: "A"
[22:41:26.283] [W2] wrote: "A"
[22:41:26.283] [W4] wrote: "A"
[22:41:26.293] [R1] read: "Context switching between threads has performance overhead costs."
[22:41:26.293] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:41:26.297] [W7] wrote: "Hello World!"
[22:41:26.302] [W8] wrote: "Hello World!"
[22:41:26.307] [R5] read: "Hello World!"
[22:41:26.307] [R3] read: "Hello World!"
[22:41:26.314] [R4] read: "Critical sections must be kept as shorperformance overhead costs."
[22:41:26.317] [R2] read: "Critical sections must be kept as short as possible for efficsts."
[22:41:26.318] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.319] [W2] wrote: "Hello World!"
[22:41:26.325] [R1] read: "Hello World!"
[22:41:26.329] [W4] wrote: "Hello World!"
[22:41:26.332] [R3] read: "Hello World!"
[22:41:26.337] [R4] read: "Hello World!"
[22:41:26.341] [R2] read: "Critical sec"
[22:41:26.348] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.350] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.357] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.366] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.367] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:26.377] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.377] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.381] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.385] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.385] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.385] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.394] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.402] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.402] [R2] read: "Operating systems manage hardwarhe lazy dog."
[22:41:26.406] [W8] wrote: "Operating systems manage hardware and software resources."
[22:41:26.409] [R5] read: "Operating systems manage hardware and software resources."
[22:41:26.410] [W3] wrote: "A"
[22:41:26.420] [R4] read: "A"
[22:41:26.429] [W1] wrote: "Operating systems manage hardware and software resources."
[22:41:26.435] [W6] wrote: "A"
[22:41:26.436] [R1] read: "A"
[22:41:26.445] [R3] read: "A"
[22:41:26.447] [R2] read: "A"
[22:41:26.448] [R5] read: "A"
[22:41:26.452] [R4] read: "A"
[22:41:26.459] [W5] wrote: "A"
[22:41:26.468] [R5] read: "Operating systems manage hardware and software resources."
[22:41:26.472] [W2] wrote: "Operating systems manage hardware and software resources."
[22:41:26.474] [W8] wrote: "X"
[22:41:26.476] [W3] wrote: "Hello World!"
[22:41:26.478] [W1] wrote: "X"
[22:41:26.479] [W7] wrote: "Operating systems manage hardware and software resources."
[22:41:26.482] [R3] read: "X"
[22:41:26.482] [W4] wrote: "Operating systems manage hardware and software resources."
[22:41:26.491] [R1] read: "X"
[22:41:26.502] [R2] read: "Hello World!"
[22:41:26.503] [W5] wrote: "Hello World!"
[22:41:26.508] [R4] read: "Hello World!"
[22:41:26.523] [R3] read: "Hello World!"
[22:41:26.524] [R5] read: "Hello World!"
[22:41:26.529] [W6] wrote: "Hello World!"
[22:41:26.529] [R1] read: "Hello World!"
[22:41:26.534] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.547] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.550] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.551] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.554] [W2] wrote: "X"
[22:41:26.565] [R3] read: "The quick brown fox jumps over the lazy  in concurrent programs."
[22:41:26.566] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.576] [W4] wrote: "X"
[22:41:26.576] [R1] read: "X"
[22:41:26.579] [W7] wrote: "X"
[22:41:26.582] [R2] read: "X"
[22:41:26.583] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.584] [R5] read: "X"
[22:41:26.596] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.596] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.596] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:26.596] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:41:26.608] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:41:26.622] [W3] wrote: "Operating systems manage hardware and software resources."
[22:41:26.630] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.630] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.631] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.635] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.639] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.642] [R4] read: "Opaders and writerevents race conditions in concurrent programs."
[22:41:26.645] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:26.648] [R1] read: "Operating systems manage hardware and cess to shared t programs."
[22:41:26.648] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:41:26.651] [W6] wrote: "Operating systems manage hardware and software resources."
[22:41:26.657] [R2] read: "Operating systems manage hardware and software resources."
[22:41:26.664] [R5] read: "Operating systems manage hardware and software resources."
[22:41:26.678] [W3] wrote: "X"
[22:41:26.690] [R5] read: "Readers and writers must coordinate access are resources."
[22:41:26.692] [W7] wrote: "Readers and writers must coordinate access to shared data."
