=== Shared String - Reader-Writer Problem ===
Mode: vanilla
Readers: 5, Writers: 8, Duration: 8 seconds
⚠️  WARNING: Vanilla mode - expect to see TORN READS (corrupted strings)!

[00:42:43.529] [R1] started
[00:42:43.897] [R3] read: "Readers and ion prevents race conditions in concurrent programs."
[00:42:43.898] [R4] read: "Readers and writers must race conditions in concurrent programs."
[00:42:43.904] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:42:43.908] [R5] read: "Synchronization prevents race conditions in conhared data."
[00:42:43.910] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.911] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.912] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.919] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.922] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.935] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.936] [W8] wrote: "Race!"
[00:42:43.951] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.953] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:43.955] [R4] read: "Readers and writerevents race conditions in concurrent programs."
[00:42:43.957] [R1] read: "Readers and writers must coordconditions in concurrent programs."
[00:42:43.962] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:42:43.962] [R5] read: "Readers and writers must coordinate access to shared data."
[00:42:43.974] [R2] read: "Readers and writers must coordinate access to shared data."
[00:42:43.979] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:42:43.986] [W3] wrote: "Race!"
[00:42:43.991] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:42:43.995] [R1] read: "Readers and writers must coordinate access to shared data."
[00:42:43.998] [R4] read: "Readers and writers must coordinate access to shared data."
[00:42:44.001] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:42:44.004] [R3] read: "Readers and writers must coordinate access to shared data."
[00:42:44.008] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:42:44.014] [R5] read: "Mutual exclusioters must coordinate access to shared data."
[00:42:44.020] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.024] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:42:44.030] [R4] read: "Readers and writers must coordinate acer at a time."
[00:42:44.031] [W4] wrote: "Race!"
[00:42:44.033] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:42:44.034] [R1] read: "Race!"
[00:42:44.043] [R5] read: "Race!"
[00:42:44.051] [R3] read: "Race!"
[00:42:44.064] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.064] [W6] wrote: "Race!"
[00:42:44.066] [R5] read: "Race!"
[00:42:44.071] [W1] wrote: "Race!"
[00:42:44.073] [R2] read: "Race!"
[00:42:44.076] [W7] wrote: "Race!"
[00:42:44.082] [R4] read: "Race!"
[00:42:44.083] [W5] wrote: "Race!"
[00:42:44.084] [R1] read: "Race!"
[00:42:44.087] [R5] read: "Race!"
[00:42:44.089] [R3] read: "Race!"
[00:42:44.099] [W2] wrote: "Race!"
[00:42:44.105] [R4] read: "Race!"
[00:42:44.117] [R1] read: "Mutual  library provides powerful thread at a time."
[00:42:44.118] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.119] [R2] read: "Mutual exclusion ensudes powerful threading primitivesata."
[00:42:44.119] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.121] [W3] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.124] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.127] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.134] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:42:44.143] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:42:44.149] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:42:44.150] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.150] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.157] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:42:44.167] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.168] [R1] read: "Concurrency bugs are difficultful threading primitives."
[00:42:44.171] [R5] read: "Pthread library  are difficult to reproduce and itives."
[00:42:44.171] [R3] read: "Pthread library proe difficult to reproduce and debues."
[00:42:44.174] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.177] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.180] [R4] read: "Pthread library provides powerful threading primitives."
[00:42:44.196] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:44.198] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.202] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.204] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.205] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.213] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.216] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.218] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.226] [W5] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.236] [R4] read: "Pthread library provides powerful threading primitives."
[00:42:44.245] [R2] read: "Concurrency ary provides powerful threading primitives."
[00:42:44.248] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.250] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:42:44.254] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.255] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.261] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.263] [W8] wrote: "AB"
[00:42:44.269] [R5] read: "AB"
[00:42:44.269] [R4] read: "AB"
[00:42:44.276] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.281] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.284] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.287] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.292] [W3] wrote: "AB"
[00:42:44.294] [R5] read: "AB"
[00:42:44.301] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.301] [R1] read: "AB"
[00:42:44.304] [W4] wrote: "AB"
[00:42:44.310] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.314] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.318] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.320] [R3] read: "Memory barriers  are difficult to reproduce and debug consistently."
[00:42:44.328] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.331] [W7] wrote: "AB"
[00:42:44.335] [R5] read: "AB"
[00:42:44.337] [W6] wrote: "AB"
[00:42:44.342] [R2] read: "AB"
[00:42:44.345] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.352] [R1] read: "Concurrency bugs asure proper ordering of operations across cores."
[00:42:44.360] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:42:44.363] [R3] read: "Memory barrierss are difficult to reproduce and debug consistently."
[00:42:44.363] [W5] wrote: "AB"
[00:42:44.366] [R2] read: "AB"
[00:42:44.370] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.375] [R4] read: "AB"
[00:42:44.383] [R1] read: "AB"
[00:42:44.389] [R3] read: "AB"
[00:42:44.395] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.401] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.405] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.410] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.411] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.412] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.413] [W2] wrote: "AB"
[00:42:44.419] [R4] read: "AB"
[00:42:44.427] [R5] read: "AB"
[00:42:44.432] [W1] wrote: "AB"
[00:42:44.435] [R2] read: "Deadlock occurs ensurthreads wait indefinitely for each other."
[00:42:44.440] [R1] read: "Deadlock occurs when threads wait indefinitely for e acrother."
[00:42:44.442] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.442] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.444] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.455] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.460] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.460] [W8] wrote: "Test"
[00:42:44.461] [R4] read: "Test"
[00:42:44.467] [R2] read: "Test"
[00:42:44.471] [R5] read: "Test"
[00:42:44.477] [R1] read: "Test"
[00:42:44.479] [R3] read: "Test"
[00:42:44.482] [W4] wrote: "Test"
[00:42:44.492] [W3] wrote: "Test"
[00:42:44.500] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.500] [R5] read: "Deadlock occurs when threads wait indefinitely for eaccross cores."
[00:42:44.501] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.502] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.511] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.511] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.512] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.521] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[00:42:44.534] [R5] read: "Lock-free data structures use atomic operaoperations across cores."
[00:42:44.535] [R3] read: "Lock-free data structures use atomic operationstions across cores."
[00:42:44.538] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.541] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.543] [W6] wrote: "Test"
[00:42:44.543] [R4] read: "Test"
[00:42:44.544] [W7] wrote: "Test"
[00:42:44.554] [R2] read: "Test"
[00:42:44.556] [R3] read: "Test"
[00:42:44.558] [R1] read: "Test"
[00:42:44.564] [W5] wrote: "Test"
[00:42:44.571] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.574] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.578] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.590] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.593] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.600] [R1] read: "Deadlock occurs when threads watomic operations for synchronization."
[00:42:44.602] [R2] read: "Deadlock occurs when threads wait indefinitely  for synchronization."
[00:42:44.603] [R3] read: "Deadlock occurs when threads wait indefinitely for eaynchronization."
[00:42:44.605] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.609] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[00:42:44.625] [R4] read: "Lock-freeols improve performance bindefinitely for each other."
[00:42:44.630] [R5] read: "Lock-free data structures use atomic operat worker threads efficient"
[00:42:44.631] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.634] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.636] [R3] read: "Tock-free data structures use atomic operations for synchronization."
[00:42:44.638] [R1] read: "Thread poolata structures use atomic operations for synchronization."
[00:42:44.640] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.646] [W3] wrote: "!"
[00:42:44.647] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.649] [R4] read: "!"
[00:42:44.650] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.657] [R2] read: "!"
[00:42:44.660] [W1] wrote: "Test"
[00:42:44.675] [R3] read: "Test"
[00:42:44.679] [W2] wrote: "Test"
[00:42:44.679] [R4] read: "Test"
[00:42:44.684] [W6] wrote: "!"
[00:42:44.686] [R1] read: "C"
[00:42:44.687] [R5] read: "Contex pools improve performance by reusing worker threads efficiently."
[00:42:44.691] [R2] read: "Context switching between threads hareusing worker threads efficiently."
[00:42:44.696] [W3] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.700] [R3] read: "Context switching between threads has performance overhead costs."
[00:42:44.706] [W4] wrote: "!"
[00:42:44.713] [R5] read: "Thread pools improve peen threads has performance overhead costs."
[00:42:44.717] [R4] read: "Thread pools improve performance by reusing worker thrhead costs."
[00:42:44.720] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.724] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.724] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.737] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.737] [W8] wrote: "!"
[00:42:44.738] [W6] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.743] [R1] read: "Lock-free data structures use atomic operations forverhead costs."
[00:42:44.746] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.746] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.753] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.754] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.754] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.755] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[00:42:44.765] [W5] wrote: "!"
[00:42:44.778] [R1] read: "!"
[00:42:44.786] [R5] read: "Context switchintructures use atomic operations for synchronization."
[00:42:44.789] [R2] read: "Context switching between threads has perations for synchronization."
[00:42:44.793] [W8] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.794] [R4] read: "Context switching between threads has performance overhead costs."
[00:42:44.797] [W7] wrote: "!"
[00:42:44.804] [R3] read: "Thread  switching between threads has performance overhead costs."
[00:42:44.807] [W3] wrote: "A"
[00:42:44.814] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.814] [W4] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.816] [R4] read: "A"
[00:42:44.818] [R2] read: "A"
[00:42:44.821] [R1] read: "A"
[00:42:44.829] [R3] read: "Critical sectiong between threads has performance overhead costs."
[00:42:44.834] [W5] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.837] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.843] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[00:42:44.844] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.846] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.859] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.867] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.878] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.882] [W1] wrote: "!"
[00:42:44.884] [R3] read: "!"
[00:42:44.887] [R5] read: "!"
[00:42:44.891] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.893] [W3] wrote: "Hello World!"
[00:42:44.901] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.901] [W7] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.903] [W6] wrote: "A"
[00:42:44.904] [R3] read: "A"
[00:42:44.905] [R2] read: "A"
[00:42:44.905] [W8] wrote: "A"
[00:42:44.911] [R4] read: "A"
[00:42:44.925] [R1] read: "A"
[00:42:44.935] [W2] wrote: "!"
[00:42:44.936] [R5] read: "Thetext switching between threads has performance overhead costs."
[00:42:44.937] [R2] read: "The quicswitching between threads has performance overhead costs."
[00:42:44.938] [R4] read: "The quick brown g between threads has performance overhead costs."
[00:42:44.938] [W1] wrote: "Context switching between threads has performance overhead costs."
[00:42:44.942] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:44.948] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.954] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.961] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.962] [W4] wrote: "A"
[00:42:44.969] [W5] wrote: "A"
[00:42:44.972] [R4] read: "A"
[00:42:44.973] [R2] read: "A"
[00:42:44.979] [R5] read: "Operating sctions must be kept as short as possible for efficiency."
[00:42:44.984] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:44.986] [W8] wrote: "Hello World!"
[00:42:44.986] [W3] wrote: "Operating systems manage hardware and software resources."
[00:42:44.996] [W7] wrote: "A"
[00:42:44.998] [R3] read: "Hello World!"
[00:42:44.999] [W6] wrote: "Hello World!"
[00:42:45.005] [R1] read: "Context switchims manage hardware and software resources."
[00:42:45.006] [R2] read: "Context switching manage hardware and software resources."
[00:42:45.013] [W2] wrote: "Context switching between threads has performance overhead costs."
[00:42:45.017] [R5] read: "Tontext switching between threads has performance overhead costs."
[00:42:45.024] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.029] [W7] wrote: "Hello World!"
[00:42:45.030] [R2] read: "Hello World!"
[00:42:45.031] [R4] read: "Hello World!"
[00:42:45.032] [W1] wrote: "A"
[00:42:45.040] [W3] wrote: "X"
[00:42:45.041] [R5] read: "X"
[00:42:45.044] [W5] wrote: "Hello World!"
[00:42:45.046] [W4] wrote: "Hello World!"
[00:42:45.047] [R3] read: "Hello World!"
[00:42:45.052] [R2] read: "Hello World!"
[00:42:45.054] [R4] read: "Hello World!"
[00:42:45.059] [R1] read: "Hello World!"
[00:42:45.064] [W1] wrote: "Hello World!"
[00:42:45.075] [R4] read: "Synchronization prevents  over the lazy dog."
[00:42:45.075] [R5] read: "Synchronization prevents  over the lazy dog."
[00:42:45.081] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.090] [R2] read: "The quick brown fox jats race conditions in concurrent programs."
[00:42:45.092] [R1] read: "The quick brown fox jumps over onditions in concurrent programs."
[00:42:45.094] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.096] [W8] wrote: "Operating systems manage hardware and software resources."
[00:42:45.098] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.101] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.110] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.121] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.123] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.124] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[00:42:45.124] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.125] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.129] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.129] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.141] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:42:45.153] [R2] read: "Operating systems manage hardw the lazy dog."
[00:42:45.154] [W2] wrote: "A"
[00:42:45.154] [R5] read: "A"
[00:42:45.158] [W6] wrote: "Operating systems manage hardware and software resources."
[00:42:45.165] [R4] read: "Readers and wrems manage hardware and software resources."
[00:42:45.165] [W4] wrote: "Operating systems manage hardware and software resources."
[00:42:45.166] [W1] wrote: "Operating systems manage hardware and software resources."
[00:42:45.173] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:42:45.174] [R3] read: "Readers and writers must coordinate access to shared data."
[00:42:45.181] [R1] read: "Readers and writers must coordinate access to shared data."
[00:42:45.185] [R2] read: "Readers and writers must coordinate access to shared data."
[00:42:45.186] [W8] wrote: "X"
[00:42:45.197] [W7] wrote: "Operating systems manage hardware and software resources."
[00:42:45.200] [R5] read: "Operating systems manage hardware and software resources."
[00:42:45.208] [R1] read: "Operating systems manage hardware and software resources."
[00:42:45.211] [W5] wrote: "Operating systems manage hardware and software resources."
[00:42:45.213] [R4] read: "Operating systems manage hardware and software resources."
[00:42:45.221] [W4] wrote: "X"
[00:42:45.228] [R3] read: "X"
[00:42:45.230] [R2] read: "X"
[00:42:45.232] [W2] wrote: "Hello World!"
[00:42:45.237] [R5] read: "Hello World!"
[00:42:45.243] [W6] wrote: "X"
[00:42:45.250] [W3] wrote: "Race!"
[00:42:45.252] [W1] wrote: "X"
[00:42:45.253] [R4] read: "X"
[00:42:45.257] [R3] read: "X"
[00:42:45.260] [R5] read: "X"
[00:42:45.265] [R1] read: "X"
[00:42:45.266] [W7] wrote: "X"
[00:42:45.283] [R4] read: "Synchronization prevents race conditions in concurrent pr"
[00:42:45.284] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.290] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.292] [W5] wrote: "X"
[00:42:45.296] [R5] read: "The quick brown foxsures onle conditions in concurrent programs."
[00:42:45.298] [R3] read: "The quick brown fox jumps over ne writer in concurrent programs."
[00:42:45.300] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:42:45.300] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:42:45.313] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.319] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.322] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.323] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.325] [R2] read: "Readeronization prevents race conditions in concurrent programs."
[00:42:45.333] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:42:45.341] [R4] read: "Readers and writers must coordinate access to shared data."
[00:42:45.351] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.352] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:42:45.353] [R5] read: "Synchronization prevents race conditions in concurrent programs."
