=== Shared String - Reader-Writer Problem ===
Mode: reader_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[22:41:57.166] [R1] started
[22:41:57.525] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.527] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.530] [R1] read: "Readers and writers must coordinate access to shared data."
[22:41:57.536] [R4] read: "Readers and writers must coordinate access to shared data."
[22:41:57.542] [R2] read: "Readers and writers must coordinate access to shared data."
[22:41:57.551] [R1] read: "Readers and writers must coordinate access to shared data."
[22:41:57.553] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.564] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.574] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.575] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.577] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.582] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:57.586] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.587] [W6] wrote: "Race!"
[22:41:57.597] [W3] wrote: "Race!"
[22:41:57.598] [R1] read: "Race!"
[22:41:57.600] [R2] read: "Race!"
[22:41:57.601] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.605] [R3] read: "Readers and writers must coordinate access to shared data."
[22:41:57.605] [R4] read: "Readers and writers must coordinate access to shared data."
[22:41:57.609] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.613] [R5] read: "Readers and writers must coordinate access to shared data."
[22:41:57.618] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.638] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.638] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.644] [R3] read: "Readers and writers must coordinate access to shared data."
[22:41:57.645] [W2] wrote: "Race!"
[22:41:57.645] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.651] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.654] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.656] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.663] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:41:57.677] [W4] wrote: "Race!"
[22:41:57.677] [W8] wrote: "Race!"
[22:41:57.681] [R4] read: "Race!"
[22:41:57.682] [R2] read: "Race!"
[22:41:57.683] [W5] wrote: "Race!"
[22:41:57.691] [R5] read: "Race!"
[22:41:57.697] [R3] read: "Race!"
[22:41:57.699] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.700] [W7] wrote: "Race!"
[22:41:57.700] [R1] read: "Race!"
[22:41:57.701] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.701] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.708] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.727] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.732] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.737] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.739] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.748] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.757] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.758] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.761] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.761] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.762] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.763] [W1] wrote: "Race!"
[22:41:57.763] [R5] read: "Race!"
[22:41:57.763] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.785] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:41:57.785] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.786] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.792] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.792] [R2] read: "Pthread library provides powerful threading primitives."
[22:41:57.797] [R3] read: "Pthread library provides powerful threading primitives."
[22:41:57.798] [R1] read: "Pthread library provides powerful threading primitives."
[22:41:57.802] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.804] [R5] read: "Pthread library provides powerful threading primitives."
[22:41:57.807] [R4] read: "Pthread library provides powerful threading primitives."
[22:41:57.815] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:57.817] [W3] wrote: "AB"
[22:41:57.820] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.824] [R3] read: "Pthread library provides powerful threading primitives."
[22:41:57.829] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.829] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.838] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.842] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.843] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.850] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.855] [W6] wrote: "AB"
[22:41:57.858] [R3] read: "AB"
[22:41:57.860] [R5] read: "AB"
[22:41:57.863] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:41:57.863] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.868] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.872] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.879] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.886] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.887] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.887] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.889] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.903] [W4] wrote: "AB"
[22:41:57.908] [W7] wrote: "AB"
[22:41:57.909] [R5] read: "AB"
[22:41:57.910] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.910] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.915] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.921] [W2] wrote: "AB"
[22:41:57.925] [W5] wrote: "AB"
[22:41:57.929] [R2] read: "AB"
[22:41:57.940] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.945] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.946] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:41:57.947] [W8] wrote: "AB"
[22:41:57.950] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.951] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.960] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.962] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.971] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:57.978] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:57.983] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:57.994] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:57.994] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.001] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.004] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.006] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.010] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.011] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.013] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.016] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.018] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.026] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.027] [W1] wrote: "AB"
[22:41:58.031] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.035] [W6] wrote: "Test"
[22:41:58.047] [W3] wrote: "Test"
[22:41:58.056] [R3] read: "Test"
[22:41:58.062] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.062] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.065] [W2] wrote: "Test"
[22:41:58.065] [R2] read: "Test"
[22:41:58.067] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.070] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.075] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.085] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.088] [W7] wrote: "Test"
[22:41:58.091] [R5] read: "Test"
[22:41:58.092] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.093] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.095] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:41:58.101] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.105] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.111] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.117] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.121] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.123] [W4] wrote: "Test"
[22:41:58.128] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.131] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.133] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.136] [W5] wrote: "Test"
[22:41:58.136] [R1] read: "Test"
[22:41:58.146] [W8] wrote: "Test"
[22:41:58.149] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.154] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.154] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.155] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.158] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.165] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.172] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.173] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.180] [W3] wrote: "!"
[22:41:58.184] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.187] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:41:58.187] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.195] [W6] wrote: "!"
[22:41:58.197] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.200] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.202] [W2] wrote: "!"
[22:41:58.205] [R4] read: "!"
[22:41:58.210] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.211] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.213] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.226] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.228] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.231] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.249] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.258] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.259] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.259] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.260] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.267] [W1] wrote: "Test"
[22:41:58.278] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.279] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.282] [W7] wrote: "!"
[22:41:58.282] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.286] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.290] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.295] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.298] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.308] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.310] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.313] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.317] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.318] [R5] read: "Context switching between threads has performance overhead costs."
[22:41:58.325] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.329] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.332] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.341] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:41:58.343] [W3] wrote: "A"
[22:41:58.345] [R2] read: "A"
[22:41:58.352] [R4] read: "A"
[22:41:58.352] [W5] wrote: "!"
[22:41:58.356] [R5] read: "!"
[22:41:58.366] [R1] read: "!"
[22:41:58.368] [R3] read: "!"
[22:41:58.369] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.372] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.374] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.376] [W8] wrote: "!"
[22:41:58.379] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.382] [W4] wrote: "!"
[22:41:58.401] [R5] read: "!"
[22:41:58.401] [R1] read: "!"
[22:41:58.405] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.406] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.406] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.411] [W2] wrote: "A"
[22:41:58.418] [R4] read: "A"
[22:41:58.423] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:41:58.425] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.427] [W6] wrote: "A"
[22:41:58.430] [W3] wrote: "Hello World!"
[22:41:58.435] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.441] [R1] read: "Context switching between threads has performance overhead costs."
[22:41:58.443] [R5] read: "Context switching between threads has performance overhead costs."
[22:41:58.459] [W2] wrote: "Hello World!"
[22:41:58.461] [R4] read: "Hello World!"
[22:41:58.463] [R2] read: "Hello World!"
[22:41:58.465] [R3] read: "Hello World!"
[22:41:58.471] [W7] wrote: "A"
[22:41:58.477] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.481] [R5] read: "Context switching between threads has performance overhead costs."
[22:41:58.492] [R1] read: "Context switching between threads has performance overhead costs."
[22:41:58.497] [W1] wrote: "!"
[22:41:58.504] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.505] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.511] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.513] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.514] [W6] wrote: "Hello World!"
[22:41:58.514] [R3] read: "Hello World!"
[22:41:58.516] [R4] read: "Hello World!"
[22:41:58.517] [R2] read: "Hello World!"
[22:41:58.526] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.529] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.530] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.538] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.543] [W3] wrote: "Operating systems manage hardware and software resources."
[22:41:58.545] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.545] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.547] [W8] wrote: "A"
[22:41:58.550] [W2] wrote: "Operating systems manage hardware and software resources."
[22:41:58.567] [R5] read: "Operating systems manage hardware and software resources."
[22:41:58.568] [W4] wrote: "A"
[22:41:58.569] [W5] wrote: "A"
[22:41:58.569] [W7] wrote: "Hello World!"
[22:41:58.572] [R2] read: "Hello World!"
[22:41:58.575] [R4] read: "Hello World!"
[22:41:58.580] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:41:58.581] [R1] read: "Context switching between threads has performance overhead costs."
[22:41:58.583] [R3] read: "Context switching between threads has performance overhead costs."
[22:41:58.601] [R4] read: "Context switching between threads has performance overhead costs."
[22:41:58.601] [W8] wrote: "Hello World!"
[22:41:58.603] [R2] read: "Hello World!"
[22:41:58.605] [R1] read: "Hello World!"
[22:41:58.614] [R5] read: "Hello World!"
[22:41:58.616] [W6] wrote: "Operating systems manage hardware and software resources."
[22:41:58.618] [W5] wrote: "Hello World!"
[22:41:58.624] [W3] wrote: "X"
[22:41:58.627] [R1] read: "X"
[22:41:58.630] [W2] wrote: "X"
[22:41:58.636] [W4] wrote: "Hello World!"
[22:41:58.639] [R3] read: "Hello World!"
[22:41:58.648] [R4] read: "Hello World!"
[22:41:58.649] [R2] read: "Hello World!"
[22:41:58.652] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.664] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.672] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.673] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.674] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:41:58.688] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.689] [W6] wrote: "X"
[22:41:58.690] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.691] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.694] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.695] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.697] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.700] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:41:58.708] [R4] read: "Readers and writers must coordinate access to shared data."
[22:41:58.711] [R5] read: "Readers and writers must coordinate access to shared data."
[22:41:58.712] [W1] wrote: "A"
[22:41:58.713] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.714] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.715] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:41:58.728] [W7] wrote: "Operating systems manage hardware and software resources."
[22:41:58.733] [R4] read: "Operating systems manage hardware and software resources."
[22:41:58.741] [R1] read: "Operating systems manage hardware and software resources."
[22:41:58.746] [W5] wrote: "Operating systems manage hardware and software resources."
[22:41:58.754] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:41:58.755] [W1] wrote: "Hello World!"
[22:41:58.759] [R2] read: "Hello World!"
[22:41:58.760] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.761] [W4] wrote: "Operating systems manage hardware and software resources."
[22:41:58.763] [R3] read: "Operating systems manage hardware and software resources."
[22:41:58.770] [R5] read: "Operating systems manage hardware and software resources."
[22:41:58.776] [W3] wrote: "Race!"
[22:41:58.777] [W8] wrote: "Operating systems manage hardware and software resources."
[22:41:58.783] [R4] read: "Operating systems manage hardware and software resources."
[22:41:58.787] [R2] read: "Operating systems manage hardware and software resources."
[22:41:58.787] [R3] read: "Operating systems manage hardware and software resources."
[22:41:58.789] [R1] read: "Operating systems manage hardware and software resources."
[22:41:58.793] [W4] wrote: "X"
[22:41:58.804] [W2] wrote: "Race!"
[22:41:58.816] [R4] read: "Race!"
[22:41:58.817] [R3] read: "Race!"
[22:41:58.820] [W8] wrote: "X"
[22:41:58.822] [W7] wrote: "X"
[22:41:58.824] [R1] read: "X"
[22:41:58.825] [R5] read: "X"
[22:41:58.828] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:58.837] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:41:58.844] [R2] read: "Readers and writers must coordinate access to shared data."
[22:41:58.844] [W5] wrote: "X"
[22:41:58.845] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.850] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:41:58.854] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:41:58.855] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:41:58.857] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.869] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.880] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.883] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.884] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.890] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.892] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.892] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:41:58.895] [W6] wrote: "Race!"
[22:41:58.897] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:41:58.902] [R2] read: "Readers and writers must coordinate access to shared data."
